transaction_id,transaction_date,booking_date,value_date,payment_date,amount,currency,from_account_id,from_account_name,counterparty_account_id,counterparty_name,counterparty_country,counterparty_bank_bic,counterparty_business_type,narrative,payment_purpose_code,related_trade_invoice_id,swift_message_type,transaction_status,transaction_type_description,end_to_end_identification,is_fraud
376b519a-fa5a-4e20-887e-3009a362c1af,2025-09-05,2025-09-06,2025-09-07,2025-09-09,116435.76,SEK,GB43QXMO56512615636982,Perez Group,GB57GFSZ18530931850374,Jones Group,FI,HANDFIHH,Agriculture,visualize magnetic experiences,Consulting,,MT103,failed,Card Payment,,0
da3a04c5-2581-4bab-8abc-8a6aaff7421a,2025-11-20,2025-11-22,2025-11-22,2025-11-25,276319.59,EUR,GB49SLIP13633679293829,Prince Inc,GB16VXIF74990598672157,Kim-Franklin,DE,NDEASESS,Textile,unleash integrated e-business,Salary,,MT202,failed,BG-LI-LÖN,,0
bc4cdab8-e752-4aae-8b51-50d7e2ef90e0,2025-06-02,2025-06-03,2025-06-03,2025-06-05,90308.74,DKK,GB64MVVT76058103289121,Lester and Sons,GB66YYLU94796625262391,"Arroyo, Nelson and Herrera",NO,NDEASESS,Electronics,brand strategic e-markets,Invoice,,MT103,billed,Wire Transfer,,0
c3db0203-29b6-4ee7-a182-59bfa9d42c0a,2025-04-14,2025-04-15,2025-04-15,2025-04-15,280161.75,DKK,GB44XZNV21336236175502,"Campbell, Walker and Marshall",GB18ZKIV57871751142119,Leonard-Wallace,CN,DABADKKK,Textile,integrate strategic infrastructures,Invoice,,MT103,pending,Card Payment,420141a6-26c0-45b5-8a78-e5c4c9ae91f8,0
dfef9df9-f28d-487d-a67a-99a827a37114,2025-05-26,2025-05-28,2025-05-29,2025-05-30,237665.27,EUR,GB27EITF52232052389935,"Ruiz, Black and Brown",GB19COSG90140236064890,Martinez Ltd,DE,DABADKKK,Textile,deliver seamless content,Consulting,,MT103,pending,BG-LI-LÖN,48678519-48ba-4caf-8ed5-3d5a0ad0c8f3,0
313a671a-d8d9-4012-9acb-dcb9885382e3,2025-06-27,2025-06-27,2025-06-28,2025-06-30,365443.42,DKK,GB59OMUY91420654356400,Chandler Ltd,GB05XPYX80396169218715,Taylor-Chandler,SE,NOKANO21,Electronics,,Unknown,,MT103,failed,Card Payment,14e4b272-8171-4833-bdd5-9f437ded015a,0
9b64b890-feaf-4c23-a999-aa7679680009,2025-05-02,2025-05-02,2025-05-03,2025-05-05,472475.53,SEK,GB81TBMJ63269198723239,"Greer, Hughes and Porter",GB31AQDB39323502593042,Sutton Inc,DE,DABADKKK,Electronics,cultivate sticky ROI,Consulting,70043ce4-51e3-47e8-9685-dda1b2aa9cb3,MT940,pending,Card Payment,,0
04d6afe0-ac44-4b26-af91-34fe46bb747c,2025-06-15,2025-06-15,2025-06-16,2025-06-17,35298.2,SEK,GB78CANA42153903927501,Taylor-Anderson,GB70QXWH89656913796837,Howell-Rodriguez,SE,DABADKKK,Shipping,harness front-end convergence,Consulting,ad75af43-dded-489d-a462-549b513efe6b,MT940,billed,Wire Transfer,412af250-27b0-48a0-9e01-41fa74dce644,0
0cee63e3-76b6-45c3-a349-40e361df44d3,2025-11-22,2025-11-22,2025-11-22,2025-11-24,302976.99,EUR,GB86IFXP49610343298350,Webb-Norman,GB55MUGW37496836396702,Phillips-Wilcox,RU,HANDFIHH,Shipping,Invoice for electronic parts,Goods,,MT103,billed,Wire Transfer,661d346b-260b-4cc6-8150-6edf91b79bd7,1
b084ea9e-b80c-46e4-a37c-a2c02b22f116,2025-11-17,2025-11-18,2025-11-18,2025-11-20,371571.95,SEK,GB06XCIJ26160059363419,Mcbride LLC,GB02NPIN50023473518577,Cole-Smith,FI,NOKANO21,Agriculture,orchestrate dynamic deliverables,Consulting,64cfc106-ffee-4f7d-8c93-7b0f69d81ec6,MT202,failed,BG-LI-LÖN,1c72f35f-a6da-4ff4-988b-dd25915f4e4d,0
26454edf-93fb-4135-b081-8c8ef2a293aa,2025-12-13,2025-12-15,2025-12-16,2025-12-16,365328.53,DKK,GB52BKTI16344937754956,"Richard, Dean and James",GB22ONVS47166615575344,Guerra Inc,CN,HANDFIHH,Consulting,disintermediate e-business synergies,Invoice,,MT103,pending,Direct Debit,,0
19cb4604-b51d-4e55-9331-e933dc9aeb9f,2025-10-06,2025-10-06,2025-10-06,2025-10-09,28770.43,DKK,GB37DSDV86663883588232,Kennedy-Robinson,GB11QIHM72944912275041,"Hunt, Gross and Christensen",CN,NOKANO21,Textile,incentivize open-source schemas,Consulting,,MT103,pending,BG-LI-LÖN,7b7fb47c-37e9-4e02-ada7-c2306e4dcf25,0
0d404f96-4929-46d7-aebb-e28490b2db81,2025-06-17,2025-06-17,2025-06-17,2025-06-18,19935.13,EUR,GB34QUGR86960937718801,Brooks and Sons,GB53OTMN71602414795532,"Riley, Rowe and Wolfe",NO,DABADKKK,Consulting,repurpose world-class supply-chains,Unknown,,MT103,pending,Direct Debit,2713c66c-fca7-4a2e-bb17-a5e96d86bfd0,0
6cab87a2-7dce-4347-807a-0e7ecb62ffd9,2025-09-25,2025-09-27,2025-09-28,2025-09-29,429723.98,EUR,GB15YODS51384337203957,Ray-Clark,GB90BKCT66461685363092,Johnson-Hess,FI,DABADKKK,Consulting,extend clicks-and-mortar ROI,Consulting,,MT940,pending,Wire Transfer,b81df412-b4f0-4bad-aa18-dc2897675d21,0
3bb40067-cf55-46d0-af80-edb42029e19d,2025-10-17,2025-10-19,2025-10-19,2025-10-20,332640.15,EUR,GB92MINJ26759538276054,"Smith, Welch and Smith",GB13NJZX22868099750163,Price-Marquez,DK,NOKANO21,Electronics,incentivize back-end web services,Unknown,,MT103,billed,Card Payment,,0
5fad5d94-5fdd-43ba-8c9b-5bc3d24146c2,2025-11-29,2025-11-30,2025-11-30,2025-11-30,166423.58,EUR,GB73HQZR49117722971919,"Smith, Taylor and Jensen",GB95AENB40401726738400,"Williams, Howard and Salazar",SE,NDEASESS,Agriculture,,Invoice,,MT103,billed,Direct Debit,feae5846-6742-48f3-8d32-6c237461c487,0
646d67a1-4c3a-4799-b61b-38d201d6ce1c,2025-08-09,2025-08-09,2025-08-10,2025-08-11,5785.74,SEK,GB65OFIH78938947769411,Boone-Jimenez,GB81EPQP43465970468258,Ramsey Group,DK,NDEASESS,Textile,e-enable viral applications,Goods,92926746-eb18-43b8-b311-5e62122dee02,MT103,failed,Direct Debit,97a5339e-73c1-4ea0-b636-4ecaa2f54d62,0
dab90fc0-7700-4779-bd88-b5d16a308ace,2025-12-20,2025-12-22,2025-12-23,2025-12-23,227709.74,DKK,GB54HDLI53681691097192,Bates-Russell,GB96LGPS31931204417456,"Meyers, Summers and Smith",US,NDEASESS,Textile,productize front-end eyeballs,Consulting,,MT103,billed,Wire Transfer,,0
b1000cfa-dbd7-4168-b552-3c394a43f24e,2025-10-12,2025-10-13,2025-10-13,2025-10-15,80984.24,SEK,GB36FYBU63847596442368,Davis Group,GB75CDUN33072393161319,"Hall, Johnson and Williams",DK,NOKANO21,Electronics,facilitate sticky portals,Goods,cf9daff5-87cc-4bf9-b72d-693188060105,MT103,billed,BG-LI-LÖN,,0
a6c80956-321d-493a-a41f-c69ce0fc512b,2025-12-27,2025-12-29,2025-12-30,2025-12-31,50482.67,EUR,GB35LGES27680557714095,Shepherd PLC,GB47BCLY26285204014089,Wagner Ltd,FI,NDEASESS,Agriculture,e-enable frictionless functionalities,Goods,,MT940,billed,BG-LI-LÖN,e2b76b5f-ac74-46f8-ab3e-7355e0f2f97b,0
ecbb6cdb-f86d-4c18-a83e-4a9705fd65bc,2025-04-04,2025-04-06,2025-04-06,2025-04-07,39094.73,DKK,GB86WMZZ22154593578143,"Edwards, Chang and Mosley",GB67EBOR98625209347786,Richardson-Shaw,CN,NOKANO21,Electronics,transition ubiquitous networks,Consulting,,MT202,failed,Direct Debit,ad060f36-dabe-4919-a9a2-ef666525d9fd,0
73e89a89-e46f-48e9-b428-56cfdec954e9,2025-10-11,2025-10-12,2025-10-13,2025-10-14,202616.84,DKK,GB60CLHW93187895516035,"Gonzalez, Lopez and Roberson",GB08BXZQ18858652545161,"Chambers, Morgan and Morales",US,HANDFIHH,Consulting,matrix ubiquitous markets,Goods,,MT202,pending,BG-LI-LÖN,5e81595f-3a03-4afd-8648-e8e47e51ed3f,0
697dbdb1-ad67-4a2c-8bdf-72142fabb30e,2025-10-19,2025-10-20,2025-10-21,2025-10-22,388056.91,DKK,GB84AGMA01823482173035,"Phillips, Daniel and Meza",GB58CDXF33240845694325,"Gomez, Rodriguez and Mitchell",NO,NOKANO21,Textile,optimize 24/365 applications,Goods,,MT103,billed,BG-LI-LÖN,,0
dadc18eb-6147-4715-8d4d-1ff388f6decc,2025-08-25,2025-08-27,2025-08-28,2025-08-29,260797.7,SEK,GB19HHER08385003351413,Gonzalez-Peterson,GB89CWFJ33576436434191,"Mcpherson, Gibson and Herrera",DE,NOKANO21,Agriculture,unleash interactive mindshare,Consulting,,MT202,pending,Wire Transfer,0ca7f02a-8159-490f-b504-3a4d031495d9,0
0b3bfc18-f8c0-4f91-be59-f0e6a98568d5,2025-05-06,2025-05-08,2025-05-09,2025-05-11,138872.53,NOK,GB91JWQK64922635410439,Price-Johnson,GB08ZKEY66552042070950,Sims-Day,SE,NDEASESS,Electronics,transform proactive initiatives,Goods,48310816-2666-40bd-9817-62e6bc1f8b0c,MT103,pending,Card Payment,,0
1bb06dfd-5ea1-48bd-9b25-da36fbe4388b,2025-11-30,2025-12-01,2025-12-01,2025-12-03,416128.54,SEK,GB24UVMI13895681287217,Trevino-Banks,GB78ZXED00400609735015,Hanson LLC,NO,NDEASESS,Textile,cultivate customized experiences,Goods,,MT940,failed,Wire Transfer,e6f44f20-2906-4347-8d39-426be1ca82e3,0
50fab1d7-4664-4bb9-9bdb-a9da6c06f426,2025-05-11,2025-05-11,2025-05-12,2025-05-15,404866.89,DKK,GB21QKFR79665932866981,"Parker, Moyer and Kelley",GB33MMNX03584497677463,House PLC,CN,NDEASESS,Agriculture,strategize revolutionary experiences,Salary,,MT940,failed,Card Payment,c0e3b50b-27ab-4c61-b57f-cee79008a4bf,0
24850dff-a138-4197-a146-296fe7943fa2,2025-07-02,2025-07-02,2025-07-03,2025-07-06,259006.82,DKK,GB46GYSS76822232696023,"Curry, Green and Turner",GB96OVXB54979678217397,Perez-Griffin,DK,NOKANO21,Shipping,enable global e-business,Invoice,,MT940,pending,Direct Debit,,0
747e3db1-b2e4-407b-8a8f-7021daec76f4,2025-06-10,2025-06-12,2025-06-13,2025-06-16,463544.17,NOK,GB94QPSJ33768151990746,Rodriguez-Murray,GB61ZKSC56922305368303,Salazar-Ramsey,NO,NOKANO21,Textile,orchestrate cross-media experiences,Consulting,,MT202,failed,Direct Debit,de41547e-6caf-4ace-bcb9-51c56b5e37bb,0
abc04f3f-2fa0-447b-97d6-6ee0ae343348,2025-09-02,2025-09-02,2025-09-03,2025-09-03,411391.79,NOK,GB16TTXT91914537467176,Green-Valencia,GB26DEGX43964323962498,Taylor-Ford,CN,DABADKKK,Textile,syndicate 24/365 schemas,Salary,,MT103,pending,Wire Transfer,dfe2a5a0-f21c-48c4-8852-ef76ed5145a7,0
33c77c79-3a25-4c72-a247-2dc6a0d87884,2025-10-18,2025-10-20,2025-10-21,2025-10-23,61269.08,NOK,GB28ZYPC74425348733620,Sharp and Sons,GB56QQPR00845611207147,Becker-Lopez,CN,NOKANO21,Textile,streamline end-to-end systems,Goods,,MT103,billed,Card Payment,,0
00d8231e-246b-43b9-930f-5780db70d22e,2025-12-21,2025-12-22,2025-12-23,2025-12-23,267501.88,NOK,GB88GPPD12818951319065,"White, Mullins and Lopez",GB55WYMM50723899294234,"Clark, Robles and Alexander",DK,NDEASESS,Shipping,syndicate B2C supply-chains,Invoice,,MT940,billed,BG-LI-LÖN,59844942-8d2c-4711-9845-6838544846b0,0
78b3818a-471a-4db3-993e-14dc69591ceb,2025-10-19,2025-10-21,2025-10-21,2025-10-24,106419.57,DKK,GB28GAPI47418217390034,"Chambers, Garcia and Fields",GB15MHRJ47755238972294,Vazquez Inc,NO,HANDFIHH,Shipping,scale bricks-and-clicks communities,Salary,,MT940,failed,Card Payment,,0
37597088-8403-46b5-8649-6aed94b2fb2d,2025-09-04,2025-09-05,2025-09-06,2025-09-06,178115.6,NOK,GB19FVUC47621846489847,Hudson Inc,GB66VZFU25575825809911,Cohen-Rowe,NO,NOKANO21,Shipping,brand revolutionary e-business,Consulting,200a0697-5688-4986-8f8c-3b9c842ed0f5,MT940,billed,Wire Transfer,,0
45a2957e-74a4-453f-84b6-467efd484eba,2025-12-12,2025-12-14,2025-12-15,2025-12-15,89544.02,EUR,GB31FOSP01226273298566,Gilbert-Frey,GB09BRIY92363875987006,Jennings-Rose,CN,NOKANO21,Consulting,empower compelling e-business,Consulting,,MT202,pending,BG-LI-LÖN,,0
50a8853f-fcc7-4947-aed2-5a27127619c7,2025-11-12,2025-11-12,2025-11-12,2025-11-14,492985.08,SEK,GB72EVJN20698414834984,"Branch, Archer and Blair",GB89QEDL84329188482350,Wright-Scott,SE,NDEASESS,Shipping,morph cross-media solutions,Unknown,67db9d23-9110-48da-958c-10d06ec9b028,MT940,failed,Wire Transfer,2d73b3e0-c0d2-45ab-9af9-51c5f4710a80,0
d7e626e2-1039-4aa1-ad70-a764f595f5e0,2025-08-31,2025-09-02,2025-09-03,2025-09-03,333572.11,NOK,GB95LORJ64661182551242,"Gonzalez, Dixon and Solomon",GB77KMOX96756419899611,"Stone, Buchanan and Kim",NO,NOKANO21,Consulting,e-enable scalable eyeballs,Unknown,,MT940,failed,Direct Debit,,0
7874978c-be54-4bb5-9b38-b755383fd607,2025-11-09,2025-11-10,2025-11-10,2025-11-12,42865.39,USD,GB25JHSZ85952336626402,Davis Group,GB36ZULE85683613677145,Macdonald Group,CN,HANDFIHH,Electronics,Payment for services,Goods,e60426a0-a5b6-47f1-8ff0-2de36c60fe78,MT103,billed,Wire Transfer,b833d03a-e631-465c-a298-67b6df03e647,0
0be161e0-2651-42e7-b939-716a8451ba16,2025-11-24,2025-11-25,2025-11-26,2025-11-26,372152.72,NOK,GB22BYKF80268204147522,Rodgers and Sons,GB45RIYC59438723567710,,FI,NDEASESS,Shipping,maximize 24/7 e-business,Salary,,MT202,failed,Direct Debit,,0
630cf729-390e-4e9b-b43a-77e7d64fc60a,2025-09-29,2025-09-30,2025-09-30,2025-10-02,135899.68,DKK,GB73JUBB89057754968176,"Hart, Vance and Ramsey",GB74QNYO21236681432910,Barry Inc,US,NOKANO21,Textile,target strategic infrastructures,Salary,,MT103,billed,BG-LI-LÖN,,0
79a0878b-c7fc-49f8-89e4-51498e12276e,2025-04-21,2025-04-23,2025-04-24,2025-04-27,96238.91,DKK,GB65UCQB55964047343257,Mitchell LLC,GB47OZNG90333165596449,,DE,NOKANO21,Agriculture,repurpose holistic action-items,Salary,,MT103,failed,Direct Debit,26e0abcd-8af4-49b0-a081-2baeb9f88a29,0
2a7eb985-1cbb-4ffc-93c8-5278e2b99041,2025-04-12,2025-04-12,2025-04-13,2025-04-15,250231.81,SEK,GB81AWVW40544026413374,"Miller, Rodriguez and Anderson",GB03PCFL34073650912368,Perez-Burton,HK,HANDFIHH,Electronics,morph vertical architectures,Salary,,MT202,pending,Wire Transfer,3e22e97a-47c9-4e67-b3fa-8ac77c073cb4,0
85d432e2-6cbb-47f9-8a3b-f8eb03bf00c9,2025-08-04,2025-08-06,2025-08-06,2025-08-09,392111.62,NOK,GB45TLGC05855016986237,Brown Group,GB24SUPI50198106249949,Johnson-Davis,DE,DABADKKK,Electronics,,Salary,0954ec9f-b3b7-46a2-a0fc-604962025c89,MT202,failed,Direct Debit,2c8ad60e-7d64-46bd-a91b-f02a0b31dd83,0
306bb987-9e81-49a2-9025-27b78e3d48e8,2025-04-07,2025-04-08,2025-04-09,2025-04-12,476490.37,NOK,GB48QZKH33452755941296,"Boyer, Taylor and Young",GB25UDBJ76075493746424,,DE,NOKANO21,Electronics,envisioneer proactive schemas,Salary,,MT103,failed,Wire Transfer,e9ea13d5-15b2-47ec-a009-b866c13b9fdb,0
37500c0f-d990-461f-8fdb-d2d381315632,2025-08-08,2025-08-09,2025-08-10,2025-08-12,403836.89,DKK,GB61IPNG29220044721756,Smith-Alvarez,GB46GNVP99145808505411,Tucker-Taylor,NO,HANDFIHH,Consulting,mesh plug-and-play methodologies,Goods,,MT202,failed,Card Payment,,0
caba976b-de79-44a2-a21d-b6b22718864a,2025-06-26,2025-06-26,2025-06-26,2025-06-29,251490.99,DKK,GB06PGVX66332747482242,Bennett-Harmon,GB55YBFN78916432585955,Hill PLC,DE,DABADKKK,Consulting,mesh dynamic functionalities,Consulting,,MT103,pending,BG-LI-LÖN,31b68836-f754-453f-8c16-30f7428506d9,0
e541efcf-dd6e-47d8-b0d3-db5fc54d3b74,2025-11-26,2025-11-26,2025-11-27,2025-11-28,187423.06,EUR,GB58PAZH70034198318045,"Dixon, Young and Stephens",GB19AZJI34052185984642,Herrera Inc,US,NOKANO21,Consulting,,Unknown,2fb9b9a8-44ef-48f5-a6aa-cd5cc06666d5,MT103,billed,BG-LI-LÖN,,0
35e5d29f-7dca-4ece-bf98-34bcd17f89f1,2025-11-02,2025-11-03,2025-11-04,2025-11-07,54140.13,EUR,GB64ADNG19830838193960,Suarez-Warren,GB35ISMG81010888257183,"Haney, Nguyen and Wilkerson",NO,DABADKKK,Electronics,engage enterprise users,Unknown,b27ccf9e-a98e-4f8f-bf6f-f4eb15b44b2b,MT103,pending,Direct Debit,cbdeaf09-9e7d-4a34-aab5-856c8c1ebe30,0
f8e4fa24-ea3d-4798-bb31-0dacc6182d89,2025-08-06,2025-08-06,2025-08-07,2025-08-08,75139.73,DKK,GB15ZUTW33404157535862,Gonzalez and Sons,GB06EJJC90470648536512,"Roberts, Sanchez and Fox",HK,DABADKKK,Consulting,generate 24/365 functionalities,Salary,,MT202,billed,Card Payment,,0
35d72d01-b055-4f1d-ad5e-dd01636373f8,2025-07-05,2025-07-05,2025-07-05,2025-07-07,498092.92,EUR,GB76NRYZ44660854497859,"Bishop, Fields and Page",GB24UCJK39629784722012,"Hoffman, Jackson and Odom",SE,HANDFIHH,Agriculture,re-intermediate interactive infrastructures,Invoice,,MT940,failed,Card Payment,,0
968f40b8-90fc-465f-b36b-9c8bbccb79da,2025-05-15,2025-05-16,2025-05-17,2025-05-19,36133.86,USD,GB08YUIX23138433860822,"Hill, Morris and Lane",GB46PLIQ04054436190766,"Little, Haas and Wagner",CN,NDEASESS,Electronics,Payment for services,Goods,278549b0-fc81-4871-bebf-7202e16bb6bc,MT103,billed,Wire Transfer,1eb6ae46-b279-4676-abe9-4cde093379c3,0
bbc27145-aaa3-4237-ad0a-cfca56a9351b,2025-08-07,2025-08-08,2025-08-08,2025-08-11,88435.43,SEK,GB90OWBT99672486489994,Moran-Yates,GB97CNOX30791168483094,Lambert LLC,HK,NOKANO21,Consulting,e-enable rich e-markets,Unknown,89eed97e-3294-43e1-a3e0-e0bfa006f5ef,MT103,pending,BG-LI-LÖN,12c9bb0d-6398-40c2-929d-a5958cdef963,0
731e9b28-30c2-42e9-aa21-fcdc9aa724f3,2025-04-30,2025-05-01,2025-05-02,2025-05-04,492844.22,SEK,GB32YJZZ98537639739458,Nunez-Rice,GB71HYRR69013905747980,Blackburn Ltd,DK,NOKANO21,Shipping,strategize proactive web services,Salary,,MT103,pending,Direct Debit,926d9b77-fd83-4373-b146-eecba764e00a,0
c6003ad0-df01-4524-b006-c3355e9433e4,2025-08-29,2025-08-29,2025-08-29,2025-08-30,31257.18,SEK,GB04BYSQ08767296877138,Torres Inc,GB47MPVR81955769998034,Page PLC,NO,DABADKKK,Electronics,incubate open-source deliverables,Unknown,,MT103,failed,Wire Transfer,,0
be260863-e76f-4726-a321-330d5ea9a119,2025-05-25,2025-05-27,2025-05-27,2025-05-29,343732.8,USD,GB30EYYB27793345632381,Robles LLC,GB17HYVG44245491511327,"Clark, Shields and Spencer",HK,NOKANO21,Electronics,Invoice for electronic parts,Goods,,MT103,billed,Wire Transfer,f4b9c406-4825-4f34-a35a-31a77e41580d,1
7aef50b4-5c98-4134-9660-ba6a8246478b,2025-11-09,2025-11-10,2025-11-11,2025-11-11,476283.54,EUR,GB81GBRK68317375396773,Ruiz Ltd,GB41SMVH25017997524674,Brown-Burke,FI,NOKANO21,Shipping,transition global web services,Salary,,MT940,failed,BG-LI-LÖN,bacbcd7c-7d1a-46e2-9443-acad8834d0ca,0
34e7f3bd-2ddb-4c10-86f1-92f5aacd8c03,2025-09-25,2025-09-25,2025-09-25,2025-09-28,436005.94,EUR,GB91UDUA21067192329854,Young Ltd,GB49IMVY93005885853706,"Smith, Moreno and Morales",CN,NOKANO21,Electronics,deploy compelling e-commerce,Salary,,MT202,pending,Direct Debit,71d60240-ed17-43b1-a40d-1dc809409b72,0
7ee4b073-29c8-48bb-995b-731a050bf8ef,2025-12-25,2025-12-26,2025-12-27,2025-12-29,319388.81,DKK,GB72WLKN31025624200484,"Jackson, Cross and Ryan",GB79WFCG74477560665246,"Johnson, Rios and Santiago",SE,DABADKKK,Consulting,morph bricks-and-clicks portals,Salary,d4a24af5-91f4-47ee-8f91-617c959b5bdf,MT103,pending,Direct Debit,5cfae7f4-04be-4a1e-815d-b1ba8963e881,0
d0daa2d7-5b78-4e06-b84d-858ad66645f5,2025-08-13,2025-08-13,2025-08-13,2025-08-13,477331.74,DKK,GB88ANYS31263575987764,Morgan-Olsen,GB87OEBE91618351442260,"Reynolds, Hayden and Villanueva",US,NDEASESS,Electronics,facilitate enterprise relationships,Consulting,38f387b0-9d8b-4be4-ae17-f36eaaaaa8a3,MT103,failed,Wire Transfer,,0
83196733-9c13-4dc2-a6b3-e1e64878937a,2025-12-12,2025-12-14,2025-12-15,2025-12-15,140376.87,DKK,GB35RFQP70046583840408,Douglas Ltd,GB67HMSP37888179922006,"Peterson, Garcia and Jackson",NO,NDEASESS,Agriculture,exploit back-end experiences,Unknown,,MT940,billed,Card Payment,17e5c0d7-d8c6-4747-bd13-16f9ad13562e,0
7d59b235-c8ae-47f5-adb4-8a65892d68d6,2025-09-01,2025-09-02,2025-09-02,2025-09-04,138842.32,EUR,GB38PODU14811904952408,Hale-Barrett,GB57ZHPG25775317199270,"Hill, Morris and Riley",US,HANDFIHH,Textile,,Unknown,,MT103,failed,Wire Transfer,d62d428e-5c64-4287-81f2-088c21d6bb9e,0
b2494d25-34ca-4927-abf5-050a9b0cbd04,2025-04-26,2025-04-28,2025-04-29,2025-05-01,56251.84,DKK,GB40FCZT72845031270579,Baldwin and Sons,GB08QKXJ04589187664925,"Nguyen, Valencia and Fernandez",CN,NDEASESS,Consulting,re-contextualize bleeding-edge e-markets,Invoice,,MT940,pending,BG-LI-LÖN,,0
6d8b93ca-40da-4c32-b442-bef8890556be,2025-12-24,2025-12-25,2025-12-25,2025-12-28,152117.16,NOK,GB12TSQP95805946555118,Miller Ltd,GB06OYAR51674614338082,Kelley-Alexander,NO,DABADKKK,Consulting,benchmark 24/365 schemas,Invoice,,MT103,pending,Direct Debit,2b9e2587-ce9c-4a99-b48b-65b528a20447,0
3bd292e0-7bcb-4cd5-b423-6dd61983b088,2025-09-18,2025-09-18,2025-09-19,2025-09-21,150474.06,NOK,GB25FNHK48262372083264,"King, Martin and Gibson",GB67AEGC88174270741783,Garcia-Carpenter,DE,NOKANO21,Agriculture,incentivize cutting-edge users,Salary,,MT103,pending,Direct Debit,,0
fd074eeb-e734-4156-b9b2-795eef44c21e,2025-10-18,2025-10-19,2025-10-19,2025-10-21,421128.45,EUR,GB27NHSE63071961396926,"Snyder, Smith and Yu",GB30ILNN16963200176562,,FI,DABADKKK,Electronics,deploy sticky mindshare,Consulting,,MT940,billed,BG-LI-LÖN,55800663-57e8-44c1-97c2-e55267dc75b8,0
63ea1f5d-5372-4db5-b472-55cc7c9c5c4a,2025-09-09,2025-09-09,2025-09-10,2025-09-13,351536.43,DKK,GB23TTFO11183591903518,"Moore, Garcia and Lopez",GB92SMLM91946782384935,"White, Warren and Davila",US,HANDFIHH,Consulting,syndicate cross-platform solutions,Unknown,,MT103,billed,BG-LI-LÖN,,0
3c37b026-1aee-4017-964e-6bff8fd71097,2025-05-06,2025-05-07,2025-05-08,2025-05-11,418028.52,SEK,GB42JTGM13811616434362,Stone Ltd,GB66QJVE21871318319711,Park PLC,US,NDEASESS,Agriculture,strategize best-of-breed relationships,Salary,9f35cac8-15e7-4968-8798-dab0e640367c,MT202,failed,Card Payment,7ed87c3c-d4bb-4065-ae5d-bbe2e7e886d4,0
c2fe2ad2-8534-41ec-ade9-4011b7a584ea,2025-04-09,2025-04-09,2025-04-09,2025-04-09,37177.99,EUR,GB89HUDK37388653309763,"Bryant, Padilla and Collins",GB92CCSK07344802789578,"Barrera, Lynch and Smith",NO,NDEASESS,Consulting,scale end-to-end deliverables,Invoice,a76172a6-04bf-444a-b81b-ea0a809926f2,MT940,billed,Direct Debit,,0
acd975ed-1da3-45a1-ab8b-e24454cfb4db,2025-11-01,2025-11-03,2025-11-03,2025-11-03,194667.64,EUR,GB08NGAM71095961298766,Dudley-Carr,GB13HRMK10377532403810,Dixon-Martin,FI,NOKANO21,Electronics,re-intermediate bricks-and-clicks relationships,Unknown,,MT940,billed,Direct Debit,aef1e4fe-0d9e-48ba-9328-d4649cbbb804,0
4e0b3144-ae2d-45e6-ba1f-1f88dafb5675,2025-07-26,2025-07-27,2025-07-27,2025-07-29,115996.29,EUR,GB65KONO04612343946850,Stewart-Sparks,GB88APPM88684086748403,Gonzalez Ltd,HK,HANDFIHH,Textile,utilize 24/7 eyeballs,Consulting,,MT202,failed,Direct Debit,05f8367a-8860-47b7-bf09-7ae07a297e35,0
5f38e09c-b7ea-4e61-9938-54e4ea530ed4,2025-11-16,2025-11-17,2025-11-17,2025-11-18,274678.72,NOK,GB89RHCH84063781429533,"Rivera, Taylor and Lewis",GB31KTRN08802227339372,"Le, Wallace and Sanchez",NO,NDEASESS,Textile,scale killer functionalities,Consulting,,MT202,failed,Card Payment,97751d5d-b0c9-4695-a174-7d3acfbb8b74,0
d4216f81-b758-4906-a9e5-42e91e7b5ae6,2025-08-20,2025-08-20,2025-08-20,2025-08-23,293719.58,EUR,GB41DITE55572334403368,Nelson-Bishop,GB83HPPY33947892027394,Parks PLC,DK,HANDFIHH,Textile,exploit end-to-end initiatives,Invoice,,MT202,pending,Card Payment,e88b599a-4539-4ef1-acdc-94f716a56620,0
5de0430a-ba57-40a5-b465-b7bbded48231,2025-06-13,2025-06-14,2025-06-15,2025-06-16,35695.27,USD,GB78XVPW33256705919283,"Elliott, Neal and Cole",GB64SUHK27250021007729,Cook PLC,RU,HANDFIHH,Electronics,Payment for services,Goods,16a8cda6-ea1c-4030-98ae-7126e5b0da54,MT103,billed,Wire Transfer,6d295a68-5290-4fbe-9533-bbfe087bf55d,0
b8d397fb-88b4-41f3-ba9f-f06b5a8cdc9a,2025-04-11,2025-04-11,2025-04-11,2025-04-12,338923.15,DKK,GB85NBTR63582183345171,"Bell, Williams and Lowe",GB38GJYK19578176972694,"Davis, Kim and Woods",HK,NOKANO21,Agriculture,transition proactive info-mediaries,Invoice,,MT940,failed,BG-LI-LÖN,b4299d97-694a-4717-a4d7-ddb4946d08bc,0
66bb5f2b-9339-4830-a4ea-a4933f048bcf,2025-10-20,2025-10-22,2025-10-23,2025-10-26,20239.08,NOK,GB66YMPX09907749886703,"Cooper, Graham and Brown",GB24DOWV19299677021209,Torres Ltd,DE,NOKANO21,Agriculture,repurpose frictionless convergence,Consulting,,MT940,failed,BG-LI-LÖN,8ee11cd3-ab13-45e8-a4a2-9e539c559a9f,0
