from_account_id,from_account_name,from_account_country,from_account_business_type,from_account_expected_turnover
GB71CCFN95276705141331,"Davis, Morrison and Patel",NO,Shipping,253698.74
GB78CUUS37650090954662,Patterson-Castaneda,DK,Consulting,1414265.24
GB13XCPJ23706736571770,"Walsh, Riddle and Roberts",FI,Electronics,262719.6
GB18MIYV46266130015920,Gray-Smith,SE,,1018449.44
GB30FJNJ11340636029885,Buchanan Inc,NO,Shipping,1028250.93
GB66WOKM62476933810889,Reynolds-Jackson,SE,Electronics,412380.54
GB58TEFM62543049134381,"Griffin, Mcdonald and Jones",FI,Shipping,1567839.31
GB82UBQC97029002789828,"Guerrero, Le and Wall",DK,Consulting,1233556.88
GB85SGDS29070528884616,"Taylor, Martin and Ortega",NO,Agriculture,64088.9
GB14UATK50653550247037,Lewis-White,DK,Shipping,868557.94
GB38EWLT25041851574433,Williams-Carter,DK,Consulting,1903685.21
GB24OIDT91655733703602,Bowen-York,FI,Consulting,1601339.55
GB30DWVX04115993871643,Mercer-Paul,SE,Shipping,1748202.86
GB25YOSP14456366080860,"Lopez, Jones and Hines",FI,Electronics,1334494.3
GB70NKUT37044423014010,"Cochran, Robertson and Rollins",SE,Agriculture,1819279.43
GB72EGAL50999712853869,Gilbert-Erickson,NO,Electronics,1625348.86
GB46YQDY39993569266064,Jones LLC,FI,Textile,889457.22
GB74PFKC73333742772392,Hernandez-Lyons,DK,Consulting,78389.71
GB75RLPX45924405424571,Ritter Inc,DK,Agriculture,602464.84
GB11MGPI40686003434787,Waller-Phillips,SE,Electronics,287815.19
GB68GAIA57035697122984,Peters-Montoya,FI,Textile,716789.19
GB52FTSS94019222797601,Thompson-Ryan,NO,Electronics,1059340.2
GB54ZFIN02795226779157,"Myers, Weaver and Villanueva",SE,Shipping,427716.71
GB66BERO86119928466497,Bryan-Holt,FI,Textile,1722561.6
GB24NAKX01217227573932,Copeland Group,NO,Electronics,1818417.75
GB57RPZD00289856024974,Fernandez PLC,DK,Agriculture,1661222.02
GB88QEOY58689452172511,Romero Inc,NO,Agriculture,587915.77
GB67RNDM02750243788183,Carter and Sons,SE,Shipping,645234.06
GB86WMZZ22154593578143,"Edwards, Chang and Mosley",DK,Consulting,1324408.39
GB20FAIA38378129883205,"Oneal, Cameron and Jones",DK,Textile,777625.54
GB23HCLO65396326650257,Parker-Matthews,NO,Agriculture,1636518.53
GB73OICO84334215909008,Christensen-Brown,FI,Electronics,252938.05
GB23SHXX77721343870419,"Khan, Sullivan and Hamilton",SE,,1041812.75
GB97KDUF24007387582431,Kelly-Garcia,SE,Shipping,1925641.57
GB07JXNR32945932985700,Hutchinson Group,FI,Consulting,1774229.38
GB69NNAI68797005828486,Rush-Schultz,NO,Textile,897455.86
GB08INFT73172553151701,"Guzman, Ballard and Gray",FI,Textile,886813.28
GB36VWKZ16566316353707,Black and Sons,DK,Consulting,541073.28
GB48EJFI02288782372906,Rodriguez PLC,FI,Consulting,508810.98
GB17TEFJ08418079996958,"Moore, Myers and Williamson",FI,Shipping,782509.64
GB95TDDO61563993797374,Charles-Turner,DK,Shipping,93239.91
GB07CSLX52982846018951,Grant-Johnson,FI,Agriculture,588210.05
GB84PVCY49239386746490,"Fuentes, Rodriguez and Wilson",SE,Consulting,1220231.46
GB90EFON15012325707133,Wells and Sons,NO,Electronics,216012.83
GB41TYMT99149639493020,Velez Ltd,SE,Shipping,214611.56
GB24OFGK09149796441202,Cox-Russell,DK,Shipping,860910.94
GB45ITAI75132554977515,Shea-Mcfarland,NO,Shipping,823777.07
GB79GHEI74199061733163,Phillips-Robinson,DK,Electronics,333509.76
GB44WFVO45971423885815,"Leonard, Leon and Hernandez",FI,Electronics,727762.86
GB42IZCX32239927112509,Brown LLC,FI,Shipping,1559244.74
GB71EWAB86666229405979,Foster-Powell,DK,Consulting,957783.6
GB66UECP99009323859541,Gonzalez Ltd,FI,Textile,1628788.08
GB20KGBH33701185191513,"Maxwell, Williams and Frost",DK,Agriculture,1309509.9
GB54TMUC55539160439775,"Norris, Green and Ferrell",DK,Textile,57557.08
GB24RCSU54684768707509,"Burgess, Nolan and Davis",FI,Agriculture,1125179.51
GB42NIPG31851979375897,"Lewis, Martin and Sparks",NO,Agriculture,528072.72
GB80MENK56202186754080,Lee-Dominguez,SE,Electronics,591574.99
GB64DDWI98680488885199,Brown Inc,FI,Shipping,1073895.65
GB75TSAO04276781280059,Trujillo-Taylor,FI,Textile,1361243.31
GB02IFFA09463053667256,"Adams, Sanford and Mccormick",SE,Shipping,51793.84
GB06QAGG95843583027139,"Ortiz, Martinez and Landry",SE,Shipping,1437447.11
GB19AJTX85085954414397,Stone PLC,FI,Textile,335987.02
GB83QGCS11895779441593,Curtis Ltd,FI,Shipping,1845241.29
GB29WQQJ37554226231331,Taylor-Shepherd,NO,Shipping,214473.63
GB95KZNF16688916417806,"Thomas, Monroe and Cisneros",NO,Shipping,933707.05
GB04NMHH99326456847074,Petersen-Hall,FI,Consulting,701230.29
GB29OCEG50740022598094,"Cunningham, Williams and Woodward",SE,Electronics,719598.91
GB45YGWP26961454895794,"Mayer, Morales and Ryan",NO,Consulting,1375328.27
GB02BGHE19564653783202,Martinez LLC,SE,Agriculture,1720579.59
GB14SRLI18538384001833,Murphy-Bishop,FI,Textile,710570.46
GB39VSAG41811880861030,"Gonzales, Reyes and Pena",NO,Electronics,294207.14
GB38AKTC68124369946632,Rios PLC,SE,Agriculture,857789.09
GB21YFQF83101138654525,Underwood-Rodriguez,DK,Electronics,740290.42
GB79URWX65987495028382,"Holland, Anderson and Allen",NO,Agriculture,1640389.2
GB53UALW73168143017608,"Young, Smith and Kim",DK,,1372175.38
GB63XIFN24323882293915,Garcia Ltd,DK,Agriculture,1857818.1
GB15KIOG90145229344539,"Eaton, Cummings and Jackson",SE,Electronics,1821279.6
GB77LJJU92840339585595,"Harvey, Gutierrez and Morris",FI,Consulting,1985382.96
GB86UMNQ50560971528783,Porter-White,DK,Agriculture,1853307.96
GB27QFLC16719729225024,Salinas Inc,DK,Textile,374458.51
GB30NHMN88612499564294,James Ltd,FI,Shipping,466011.89
GB20EFOI27116320519193,"Petty, Martinez and Fowler",SE,Agriculture,852509.67
GB24RIWE84519741094039,Stone-Munoz,NO,Electronics,785646.21
GB09FXMK54653891982453,"Franco, Walsh and Downs",FI,Agriculture,1350304.94
GB19YBCQ03481462406092,Davis LLC,DK,Agriculture,1941423.3
GB51SWHO62446238351036,"Spencer, Donovan and Hendricks",DK,Agriculture,1359536.89
GB42JZAT31402897024379,Mccormick PLC,NO,,180453.69
GB26WKEF49050393130636,Weeks-Pham,NO,Shipping,847725.35
GB73UBRI29181693282633,Rose Ltd,SE,Textile,864096.2
GB88ZUEP25763801785724,Shaffer-Torres,DK,Agriculture,1988718.37
GB87ZSSW60426136639102,"Crawford, Mullen and Hanson",DK,Agriculture,796426.06
GB97IXNZ33729058870091,"Davis, Waters and Barber",NO,Consulting,74059.72
GB25UKCL78686789727534,Moore-Park,FI,Shipping,803375.15
GB87DMTT17339447451422,Cunningham-Welch,DK,Textile,930909.14
GB43TMGC89981043421064,"Acosta, Barnes and Rush",FI,Textile,403316.86
GB07CMKG90873889160870,Schneider LLC,SE,Electronics,1990617.6
GB75MRIS75650653978830,Larson PLC,NO,Consulting,848952.53
GB62GNWO81775989276783,"Bowman, Williamson and Tate",DK,Electronics,80854.68
GB46EWJP26378035056111,Hale Ltd,FI,Consulting,548012.82
GB98OWTN56450177707107,"Caldwell, Carroll and Rivera",FI,Agriculture,474209.59
GB17BZOB05082452079764,Adams and Sons,FI,Electronics,156410.54
GB78MTHA16258721014550,"Fry, Johnson and Robinson",FI,Textile,1703240.16
GB93MAYJ57727116537064,Gibson-Johnson,NO,Consulting,182220.52
GB93IWGW20449369866216,"Gibson, Bennett and Lee",FI,Textile,1985405.84
GB32QIPJ11179089247231,Cross PLC,FI,Electronics,1283928.71
GB47BOLE70146753188606,Edwards-Key,NO,Electronics,417193.04
GB18ITTO44756072392703,Cook-Lambert,NO,Electronics,685306
GB70UZEO04125659835683,"Haynes, Escobar and Castillo",NO,Shipping,1405096.68
GB06HJQU53084250220446,"Pearson, Pittman and Winters",DK,Consulting,1343617.88
GB84YMXU94932678233735,"Ewing, Hamilton and Cross",DK,Shipping,711438.2
GB20RCGO22096457403497,Garcia LLC,DK,Agriculture,1594046.89
GB52RGIB64577692517817,"Charles, Stephens and Schroeder",NO,Electronics,246110.66
GB33ONQZ02879990880043,"Schultz, Lopez and Evans",NO,Consulting,807166.94
GB94TZKD30097187456633,Guerra PLC,SE,Textile,917201.12
GB69EOLZ58869118848953,Harris Inc,SE,Consulting,1982710.5
GB12LWJL69557225120464,Tran-Jones,FI,Textile,1404833.14
GB42GNZG98900857869582,Carlson-Bennett,DK,Agriculture,1322326.75
GB35SQJJ61217056669426,Dodson Inc,FI,,1745660.86
GB10QGVI39475995772026,Davis-Campbell,SE,Agriculture,1101351.49
GB94FMRP35267130508541,Smith-Cunningham,FI,Textile,1070156.12
GB73TDGU14537189898159,Valdez Inc,SE,Consulting,1237421.57
GB91WIQJ38996969286677,"Lee, Stone and Mitchell",FI,Shipping,1071161.27
GB13KKBL94160398134801,White-Morgan,SE,Consulting,1188093.87
GB43CZRH42581570241502,Smith-Reed,NO,Electronics,784558.76
GB74XBBL56148046712138,Fuller PLC,DK,Consulting,571548.46
GB22CPHK27945966609301,Horton LLC,NO,Agriculture,1299114.14
GB98EXMR39851732048828,"Johnson, Dean and Smith",DK,Electronics,1790366.86
GB47SOCY31139070518086,"Graham, Barker and Pierce",FI,Consulting,1720929.75
GB83JFRH36887039832358,Smith Inc,NO,Electronics,1805035.13
GB93OYXP01796392896613,Thompson LLC,SE,Textile,1610667.95
GB27MBUN90590521194167,Hoffman-Curtis,DK,Textile,1567113.48
GB53QYUC33877574785974,Chapman-Gonzalez,NO,Shipping,1735686.06
GB84RVXL02931800377270,Gardner and Sons,FI,Electronics,825224.56
GB91KOIT23014167973665,Park Group,DK,Shipping,1284271.62
GB77FAQS80896234674076,"Gomez, Russell and Cook",FI,Consulting,1440937.3
GB28UMPN72164326571087,Thompson-Mcbride,SE,Textile,962818.01
GB62OKUW53690195933073,Rivera and Sons,SE,,1301200.69
GB75GIDA35697277861907,Howard Inc,FI,Shipping,485439.24
GB68YTCB06919967674195,Odonnell-Harrison,NO,Electronics,251726.22
GB46NBJV32671920692148,"Vega, Frey and Davis",NO,Agriculture,1675806.29
GB68JRXH46453354395686,Hurst Inc,SE,Shipping,1235241.41
GB83DPLD56057866229482,Fisher and Sons,NO,Electronics,1955420.33
GB29NIJZ95002807068246,"Davis, Estrada and Rogers",SE,Electronics,141928.77
GB05YHZK10749342472103,"Burke, Winters and Burnett",SE,Electronics,1759361.41
GB28BHTI11733317802196,Johnston and Sons,FI,Textile,497648.56
GB96NPHW43615786188026,Byrd and Sons,FI,Consulting,69594.64
GB56KGAU57437652832104,Hernandez-Thomas,FI,Electronics,1296187.48
GB07DMBQ23538170396932,Jensen Ltd,FI,Textile,904595.2
GB27JCUY82233630412732,Johnson Inc,NO,,456571.7
GB49MOIQ88692877696162,Hernandez-Wright,NO,Shipping,1564310.29
GB05EEFO42230792017907,"Rodriguez, Cardenas and Dalton",SE,Electronics,1801830.83
GB44TIJF47419483361224,Petersen-Jackson,DK,Agriculture,83901.01
GB70IEGE07506018576093,Michael LLC,DK,Shipping,571426.27
GB13RZED80147529311897,Stephens PLC,SE,Consulting,301933.1
GB56CAKZ87604528574949,Becker Inc,FI,Shipping,258328.38
GB23YQCK95386787506893,"Woods, Johnson and Frazier",FI,Shipping,719988.66
GB15CHHR26344854157685,Torres-Wheeler,FI,Consulting,71218.21
GB86ILWZ75382999210137,"Williams, Gordon and Mullen",FI,Textile,1963586.21
GB04RSNT99671791115298,Reid Inc,NO,,1270302.76
GB62TPAN09135922555666,Foster PLC,SE,Agriculture,82411.45
GB43IAHU87186003043020,Howard and Sons,DK,Consulting,654643.74
GB49FFKN57701176206878,"Reed, Anderson and Perry",FI,Electronics,1132637.6
GB52OXTI91216752162479,"Johnson, Washington and Sanchez",FI,Electronics,288344.57
GB75HXID75839204020197,"Waters, Martinez and Bauer",DK,Shipping,1807447.08
GB40PTWT05672185191049,"Davis, Yang and Ray",DK,Agriculture,1394083.07
GB49IYZU78287238193000,Flynn Group,DK,Shipping,1883397.13
GB67HHGG10166080958742,Mcguire Ltd,DK,Electronics,515902.07
GB19GOVO68297339484448,"Mccall, Nolan and Hawkins",SE,Textile,1784918.85
GB96WLZB74811003229458,"Winters, Gordon and Hughes",NO,Shipping,952848.06
GB55RYDO92063327245378,Reyes-Dawson,SE,Electronics,624984.6
GB38GDIB83238677242030,Howard-George,FI,Shipping,1546446.34
GB78UISN01167861270785,"Simpson, Davis and Murphy",DK,Consulting,1389576.85
GB89IACT94538297077686,Mcguire-Fuller,SE,Agriculture,213197.06
GB06IEEA33275953038097,"Anderson, Davis and Delgado",NO,Electronics,1606445.89
GB85KLAM82431181932666,"Norton, Turner and Roberts",NO,Agriculture,1965261.6
GB84GULC09763124962590,"Thomas, Everett and Williams",FI,Textile,1756452.45
GB81IZHV73075071160357,Matthews-Ellison,NO,Electronics,1528522.48
GB33HGKN70114881594137,"Baker, Weaver and Morgan",DK,Shipping,1113314.37
GB69DYYT48881784688138,Baker-Nguyen,NO,Agriculture,482442.16
GB45FKAX99510367610710,Walker PLC,SE,Electronics,735129.52
GB89CJMP50463729085521,Hill-Castaneda,DK,Consulting,1521519.41
GB85TYRE46504332837581,"Hernandez, Perry and Pena",SE,Shipping,429567.93
GB04YRFC46806783294290,"Ibarra, Holder and Cox",NO,Consulting,69089.52
GB11WKAR32333036430048,"Griffin, Mcintyre and Hurst",FI,Textile,1488816.2
GB11WOMG15236345796652,"Martinez, Salas and Garrett",FI,Electronics,1188279.71
GB55YSRQ25915267037293,Copeland LLC,FI,Electronics,83697.14
GB31GCDE98192336997474,Lopez PLC,SE,Electronics,1123209.67
GB43MUVX57804829582920,Williamson-Hernandez,NO,Electronics,1292337.36
GB26AYPA09376904050953,Williams-Mcdaniel,NO,Electronics,823747.16
GB08QQML82314227731805,Phillips Group,NO,Textile,735412.98
GB86XZBH73392107997771,Kelly Ltd,SE,Agriculture,700920.11
GB31KXMX98678361514344,Vang Inc,FI,Textile,1630257.68
GB36KSBE74632086791484,Owens-Moore,SE,Agriculture,186734.79
GB29FQBD19778783112349,"Frank, Taylor and Shepard",DK,Textile,1546184.6
GB43WMKX62856186411523,Singh Ltd,FI,Consulting,1197407.08
GB49FPMB74476820401261,Hensley-Anderson,SE,Electronics,226307.91
GB45MJNR41665558560272,Zavala-Cooper,FI,,1412434.77
GB39IVYU76253088448590,Chapman-Clark,DK,Consulting,940861.7
GB12OCOU28145054707423,Kennedy and Sons,SE,Agriculture,436456.18
GB15SSEX45876410808538,Little PLC,NO,Consulting,1923603.6
GB19MFOT32393657026402,"Chapman, Young and Scott",DK,Textile,1671167.57
GB05BLKG42616796674461,Jacobs-Montes,NO,Shipping,91694.64
GB46EDPF90542310510463,Ortiz-Wiley,FI,Consulting,1933942.96
GB78NLEC74872915815702,Ellis-Ramos,FI,,1238898.91
GB31BHWX83500666139370,Hampton-Charles,FI,Consulting,626532.59
GB74SEMZ25148300592208,Jones-Davis,NO,Electronics,1759150.78
GB63YGLC04281116201135,Bryan and Sons,NO,Consulting,744477.88
GB71KQJY45230609973512,Norris-Johnson,DK,Consulting,274408.38
GB04CYJH79360522642793,Valenzuela Inc,DK,Textile,955035.8
GB71JEKI98745635090792,"Davis, Salas and Black",DK,Textile,747282.03
GB43YOJE76099527689417,Evans LLC,SE,Agriculture,186890.54
GB17FIVY60783522619666,"Padilla, Farrell and Edwards",DK,Textile,872002.05
GB97PVOI89820949101215,"Garcia, Howell and Smith",DK,Shipping,997478.56
GB52ELID75414747376998,Williams-Schmidt,DK,Consulting,980127.62
GB06FFTD12261384533595,Underwood-Durham,DK,Electronics,1346339.03
GB64YAYD58634917620072,Moore and Sons,FI,Shipping,322398.98
GB17IQZD16090198376205,Scott-Schmidt,DK,Shipping,1053861.33
GB74QZKY50188500160993,Taylor and Sons,NO,Electronics,596815.59
GB49CZYX88939992097070,"Peterson, Perez and Hall",FI,Consulting,1106913.8
GB95XERH23655482595956,Davis Ltd,NO,Shipping,1212978.98
GB87PQTM56241797627181,Camacho Ltd,FI,Consulting,55207.67
GB54ADYH46585814692920,Marshall Ltd,DK,Shipping,1155366.98
GB98ZDBQ84675460576540,Howard-Navarro,SE,Electronics,1128120.65
GB56NHWY08658176349128,Perez-Craig,NO,Electronics,387937.9
GB78JLHY68366015956841,"King, Edwards and Moore",FI,Electronics,1654889.91
GB74BLFQ49052307622772,Allen-Gregory,NO,Agriculture,1168792
GB24ELNB07609697999225,Smith Group,NO,Agriculture,1220431.86
GB60QUMN52001357203114,"Bailey, Bryant and Navarro",NO,Shipping,1632040.33
GB19AJTX85085954414397,Stone PLC,FI,Textile,335987.02
GB56VTXX22274491207176,Lucas-Lambert,FI,Electronics,1383535.63
GB32PPFN21439962610908,"Lawrence, Shaffer and Barrett",SE,Consulting,980039.42
GB47RROQ49032384709130,Davis and Sons,NO,Textile,469345.34
GB46KVXX17067675234066,Butler Ltd,DK,Agriculture,105474.52
GB52AFHK20256443942186,"Oneill, Smith and Smith",DK,Consulting,916132.9
GB29WCPA96577516129404,"Stafford, Rodriguez and Woodard",SE,Agriculture,343065.23
GB53CVGH01416978675989,Moore-Warren,DK,Electronics,1261237
GB14FSGO76683601609117,"Koch, Burnett and Burns",NO,Agriculture,1978634.99
GB59EANK15458867648877,"Jenkins, Scott and Lang",FI,Consulting,657142.95
GB30OXQL40462753178110,"Brooks, Shaw and Campbell",SE,Agriculture,240520.64
GB86DEFM87086554415834,"Brown, Moore and Wood",DK,Shipping,1183772.34
GB28QUKX90757751285807,Lee-Brooks,FI,Agriculture,429108.62
GB08IMDT96493316115694,Lawrence-Washington,NO,Agriculture,547335.05
GB30BJIS03411444237753,Fernandez-Lee,DK,Electronics,82887.3
GB32TFYL22893527779935,"Williams, Randall and Barker",DK,Consulting,381612.43
GB35GKNJ01200781636840,"Williams, Johnson and Miller",NO,Consulting,173552.03
GB14BESA67315386364901,Simon LLC,FI,Textile,1814674.52
GB83NWTR66574407183861,Atkins Ltd,NO,Agriculture,1780205.17
GB15CSKD25336178097557,"Hunt, Jackson and Martinez",SE,Electronics,1072924.04
GB38BCWK91184548050700,Swanson-Smith,DK,Shipping,1508899.52
GB32LKUN02050254075296,"Johnson, Chan and Moore",DK,Agriculture,1428001.28
GB41PXFZ40398105452949,"Lewis, Miller and Werner",SE,Consulting,1126334.23
GB51XCVH43081373554602,Marquez PLC,NO,Electronics,1201843.73
GB63YGTR77212355983122,"Gonzales, Frazier and Gibbs",SE,Textile,764978.62
GB83PQXW05418348913617,"Smith, Pena and Smith",DK,Agriculture,665211.59
GB43GNEO56243974594319,Lewis-Taylor,NO,Shipping,1272103.52
GB36XBTV47110570436385,"Mcdowell, Pierce and Evans",FI,Textile,908278.21
GB29MYCT84191667357424,Taylor-Carter,FI,Shipping,904039.67
GB69NVXQ86436370306456,Shannon-Davis,FI,Shipping,926106.86
GB51QLQM71063257909199,Alexander Ltd,SE,Textile,1562793.68
GB03BOWM55060939170163,Gonzalez-Miles,DK,Electronics,1476537.37
GB23RZGL19823057619423,"King, Young and Sims",DK,,697966.48
GB30BJPZ31059955724927,Munoz-Sanders,NO,Agriculture,399004.05
GB98FPIC46761638813813,Ford-Erickson,DK,Agriculture,1487375.33
GB27WYHG09461475392753,Floyd Group,DK,Agriculture,795283.92
GB17MKSC04957042811175,Thomas-Sellers,FI,Agriculture,1046149.54
GB53TJZN58842381910755,Burns-Hurst,DK,Shipping,1449819.27
GB20JRDL93480153318742,Yoder-Bailey,DK,Electronics,286849.12
GB14SOWS40697802610783,Bradley-Johnson,DK,Agriculture,218078.04
GB13ZXKX84515848267685,"Santiago, Walker and Smith",FI,Agriculture,988225.73
GB91BEKW07751865873916,Beard-Peterson,DK,Electronics,949148.89
GB12OVVD59131553829101,"Davis, Leonard and Mcpherson",NO,Shipping,453855.65
GB14NJDE45507026594309,Hill-Barnes,SE,Agriculture,1847703.9
GB27VXLK06323888196317,Davis LLC,NO,Agriculture,1706485.6
GB95KFIT23811173266485,Patel Group,DK,Shipping,787669.77
GB41CYQN78110619990977,"Horton, Valencia and Peterson",NO,Agriculture,639681.64
GB24AVCX08687491205215,"Garcia, Hawkins and Smith",NO,Agriculture,857586.51
GB07AKHO71058255592309,"Moore, Simon and Williams",SE,Consulting,786491.66
GB22ALFS80137361407384,Williams-Frazier,FI,Shipping,1271500.28
GB41VYDM33628857904932,"Ayala, Hendricks and Soto",SE,Consulting,55255.31
GB38HGWX88500407728996,Rogers and Sons,FI,Consulting,179356.82
GB62PFCX15396392553958,Gray-Summers,FI,Shipping,230192.74
GB61DSWI99017420283857,Riley-Esparza,DK,Consulting,1383449.22
GB25QQGC86462289448410,Abbott-Chapman,FI,Agriculture,284880.91
GB24NCZO77809372624319,"Simmons, Riggs and Banks",SE,Consulting,1513239.11
GB63ZYYO44071384137722,"Mcmahon, Mathews and Henry",NO,Consulting,53637.63
GB82TPBT27098276046113,"Lane, Blackwell and Crawford",SE,Consulting,702374.88
GB29SVTL83796277738901,Knight Group,NO,Textile,219624.47
GB92LLYG77175328811249,Garcia Group,DK,,1796742.07
GB56ISBP80486354647368,Shelton-Park,SE,Shipping,1494317.54
GB34FZZK63884966883293,Smith-Reyes,SE,Textile,1800461.26
GB17FWLO37601036014865,"Kennedy, Blankenship and Martin",FI,Agriculture,1537660.37
GB34ELFD59780193156946,Thomas Ltd,FI,Consulting,317127.54
GB12NFUQ53879504664833,"Roberson, Sullivan and Quinn",NO,Shipping,1737386.75
GB17WVRZ81404579953583,Williams-Chapman,DK,Textile,556848.3
GB86XIAF15819485235287,George Inc,SE,Shipping,402720.68
GB46HZUP48584225076338,"Conner, Dennis and Gould",DK,Consulting,71119.79
GB93BPGP11193774541087,Brown-Conrad,FI,Agriculture,1024288.7
GB80MLWS07845319400060,Schneider LLC,DK,Electronics,1499501.59
GB46BHNN95567608907698,White-Bray,FI,Electronics,443031.46
GB64AWTX46683308435158,Davis-Thomas,NO,Electronics,1015474.64
GB41UDLG02286682533107,Dyer-Jacobs,DK,Electronics,318375.71
GB89ASMR44428149404744,Harrison PLC,SE,Shipping,1761894.61
GB73LRPV94568922329908,Arroyo-David,FI,Consulting,1206185.38
GB25YBDH79525763649444,Johnson Ltd,NO,Textile,1779355.2
GB67CCSE83299713766908,Carroll-White,FI,Textile,1831690.55
GB81BNJG49508163077634,"Johnson, Parker and Page",SE,Agriculture,1138688.41
GB64VLOA73235238890151,"Alexander, Ramirez and Lynch",SE,Consulting,748364.49
GB88WJKF04298488330398,"Mckinney, Mcgrath and Lloyd",DK,Agriculture,719620.44
GB94GZLW75106999049368,Smith Ltd,SE,Textile,1571971.78
GB63QPUU50667276686099,Ryan-Bond,DK,Consulting,79915.79
GB26PLMF59618949857964,Kerr PLC,DK,Agriculture,482893.2
GB78QFPU55760536728104,Anderson-Morton,FI,Textile,861105.59
GB47FYYD14124687988080,"Thompson, Kennedy and Hensley",SE,Agriculture,1600408.14
GB81RBTU41748436085873,Kerr-Wilson,DK,Shipping,366781.83
GB28IHSU32723799910092,Foster LLC,DK,Consulting,85762.12
GB88UQWW05319991551484,Vargas Group,FI,Consulting,537086.49
GB19XVVN25367540900385,Anderson-Bell,NO,Shipping,834255.54
GB44YSGO14358768046277,"Hunt, Martinez and Rodriguez",DK,Consulting,620567.88
GB10OIIO75243955666548,Smith-Salazar,DK,Textile,692363.7
GB76YFXU62757782826579,Garrett PLC,NO,Shipping,132595.2
GB24DYXM75512212543167,Mccall-Patterson,DK,Consulting,938517.9
GB13LNIZ56977853674794,"Steele, Rich and Griffin",NO,Shipping,895781.95
GB37AMQU94281030688162,Schmidt and Sons,FI,Electronics,662486.05
GB72RRAE41160551629070,Reese Group,SE,Consulting,1680081.17
GB46JRHI84767372925898,"Herman, Hickman and Reese",FI,Textile,722545.22
GB32HOFJ11023692782428,"Hanna, Munoz and Brooks",FI,Consulting,77023.42
GB87CNHU04548477650956,"Rollins, Garcia and Peterson",SE,Shipping,128348.14
GB50DYIA85140105255983,Wright Ltd,NO,Agriculture,1560252.86
GB28CPKI15831471033411,"Moore, Clark and Peters",NO,Agriculture,1833954.24
GB95ZYHI42248747030455,Jacobs-Vasquez,FI,Agriculture,1175757.83
GB58SXOL38011678780583,Allen-Hatfield,FI,Shipping,1307612.49
GB59DXOP38072167022312,Diaz-Carlson,FI,Consulting,60491.58
GB68HVGG05381708034369,Snyder Group,DK,Electronics,1296117.8
GB86EKYS70813346204486,Schwartz-Nielsen,FI,Consulting,407340.3
GB51KKUR89376876419044,Morales LLC,FI,Textile,252426.69
GB03RRVK22074645473955,Cisneros-Schmidt,DK,Shipping,1768200.6
GB61GTXP57136579249038,"Patel, Gutierrez and Baker",FI,Consulting,1338722.84
GB57YDKG55312487544893,Morris LLC,DK,Textile,192093.34
GB07BPWS23133223559547,"Johnson, Ramirez and Cabrera",DK,Agriculture,247989.57
GB96CFXD13109180950651,Stevenson LLC,FI,Consulting,77618.83
GB05TZOM64573820493248,Burns-Gonzales,FI,Consulting,1174790.13
GB52FTHW00598318019528,"Odonnell, Barrera and Johnson",NO,Agriculture,650059.91
GB91MGGX31919848667633,Hubbard-Greene,FI,Textile,1497811.41
GB05BJSI88013590413203,Salinas LLC,NO,Agriculture,344192.45
GB21QZFD01148970609323,Williamson-Fry,FI,Textile,319586.32
GB81EQFR56734717188360,"Chavez, Simpson and Bradshaw",DK,Consulting,1714519.73
GB84IYWD85955679220956,Erickson LLC,SE,Shipping,853705.45
GB94CWZY82960175785514,Spence LLC,DK,Shipping,1018829.6
GB47SKLZ10491295385699,"Alvarez, Joseph and Noble",FI,Consulting,1030649.71
GB64NETX95924331487693,"Mills, Johnson and Rocha",SE,Textile,613740.76
GB35GIDX12005586648338,"Henderson, Miller and English",SE,Consulting,1019956.91
GB54LRPO92697389576630,Strong LLC,NO,Agriculture,1069171.35
GB72XTPQ52642123340691,Jackson and Sons,FI,Consulting,1103326.3
GB13TMWX41988383069489,Banks Group,FI,Consulting,93476.3
GB33YWXD83737025886968,"Stewart, Morgan and Medina",NO,Consulting,89860.6
GB20PNGR53910725424049,Vaughan Group,FI,Agriculture,1961131.31
GB31DJGG29264442341041,Daniels Group,DK,Consulting,646308.68
GB37AVGM90001769602221,"Marks, Edwards and Davis",SE,Agriculture,57417.91
GB49EWDQ55230039720808,Brown Ltd,SE,,1472125.69
GB85MBOK12130484199546,Foster Group,SE,Consulting,83088.85
GB34ZICE16128528243060,Martin PLC,FI,Electronics,52392.44
GB74IRGF80312390196009,Martin-Fernandez,FI,Agriculture,1745950.74
GB92UXWX25183463973688,"Saunders, Kent and Moses",NO,Textile,922429.22
GB30PHWE62250587256786,"Andrews, Barnes and Hoover",DK,Consulting,1304644.84
GB10PSND81197958198628,Pacheco and Sons,DK,Electronics,1609967.81
GB42MTHL44048865958434,"Ibarra, Hall and Johnson",SE,Textile,1750043.79
GB18FFTW65377263268115,Kim-Lowe,SE,Consulting,1594185.05
GB84XGDK70164667693334,Cortez-Berger,DK,Textile,483756.14
GB21BKGF00084475101242,Evans-Allen,FI,Textile,371460.91
GB96LYRV87374425105157,"Knight, Hernandez and Lopez",SE,Textile,301500.21
GB04ULTY55655578209793,Simmons PLC,FI,Agriculture,480233.52
GB49EDVQ03145708826956,Perez-Goodman,DK,Shipping,1167909.53
GB24KPML29566728023996,"Lewis, Davidson and Andersen",SE,Shipping,1875418.07
