customer_id,transaction_id,currency,transaction_date,value_date,payment_date,booking_date,type_description,transaction_type,narrative,status,counterparty_name,amount,is_fraud,card_number,message,own_message,amount_f
CUST00634,98e7d92b-5f53-4718-935f-c8ccc91463ac,DKK,2025-04-03 17:06:54,2025-04-03 17:06:54,2025-04-03 17:06:54,2025-04-04 17:06:54,Insättning,deposit,Deposit from Moen ASA,billed,Moen ASA,6040.15,0,,,,6040.15
CUST00042,01903474-5002-4c14-b9a8-4a8388ccf7ad,EUR,2025-04-02 20:54:03,2025-04-04 20:54:03,2025-04-04 20:54:03,2025-04-05 20:54:03,Swish,swish,"Swish payment to Kim, Jackson and Charles",billed,"Kim, Jackson and Charles",5199.28,0,,Membership payment,Sports club 2025,5199.28
CUST00790,1a04409f-37d9-4c58-9902-bf0bba891427,NOK,2025-04-02 05:39:46,2025-04-03 05:39:46,2025-04-03 05:39:46,2025-04-03 05:39:46,Autogiro,autogiro,Direct debit to Bøe ASA,billed,Bøe ASA,5051.72,0,,,,5051.72
CUST00438,a88db0f3-20b2-435f-a4f6-82b53fc76ec5,EUR,2025-04-02 14:17:57,2025-04-04 14:17:57,2025-04-05 14:17:57,2025-04-07 14:17:57,Autogiro,autogiro,"Direct debit to Poole, Lam and Brown",billed,"Poole, Lam and Brown",4216.37,0,,,,4216.37
CUST00583,ec529f2b-3ca0-4bd6-b8e8-bf15c7753db0,EUR,2025-04-02 12:03:06,2025-04-03 12:03:06,2025-04-04 12:03:06,2025-04-06 12:03:06,Kortköp,card,Card payment at Arias Inc,billed,Arias Inc,2881.80,0,4692 7201 3241 7848,,,2881.8
CUST00572,893bfecf-454c-476e-85bc-10a96cf40909,EUR,2025-04-02 03:01:09,2025-04-03 03:01:09,2025-04-05 03:01:09,2025-04-06 03:01:09,Insättning,deposit,Deposit from van Limburg & van Vlaanderen,billed,van Limburg & van Vlaanderen,3223.93,0,,,,3223.93
CUST00528,53211cf1-8ddc-4f0e-923c-0ed4acd3cc0b,EUR,2025-04-02 19:23:08,2025-04-02 19:23:08,2025-04-04 19:23:08,2025-04-04 19:23:08,Överföring,transfer,Transfer to Welf & Vallenduuk,billed,Welf & Vallenduuk,718.24,0,,,,718.24
CUST00003,23d34fb6-58a5-402e-9779-87b7ae6791cd,SEK,2025-04-03 00:40:41,2025-04-03 00:40:41,2025-04-05 00:40:41,2025-04-06 00:40:41,Insättning,deposit,Deposit from Silva LLC,billed,Silva LLC,11122.28,0,,,,11122.28
CUST00320,7d3fb84a-53e3-4b1a-809a-794cfa3d5527,SEK,2025-04-02 19:30:32,2025-04-02 19:30:32,2025-04-02 19:30:32,2025-04-03 19:30:32,Överföring,transfer,Transfer to Stichting le Floch,billed,Stichting le Floch,7867.89,0,,,,7867.89
CUST00240,da07aa8b-8772-43ba-8d5e-a574ea8e8131,EUR,2025-04-03 18:57:36,2025-04-05 18:57:36,2025-04-05 18:57:36,2025-04-05 18:57:36,Autogiro,autogiro,Direct debit to Lampinen As Oy,billed,Lampinen As Oy,3965.27,0,,,,3965.27
CUST00225,74406c5f-72bf-4693-8221-ad1e17be360d,SEK,2025-04-03 14:51:28,2025-04-03 14:51:28,2025-04-04 14:51:28,2025-04-06 14:51:28,Överföring,transfer,Transfer to Wouters NV,billed,Wouters NV,4078.17,0,,,,4078.17
CUST00312,4c2d189b-2422-462e-85ba-84205b4b9466,NOK,2025-04-03 23:09:09,2025-04-05 23:09:09,2025-04-06 23:09:09,2025-04-08 23:09:09,Överföring,transfer,Transfer to Lehtinen Rantanen Osk,billed,Lehtinen Rantanen Osk,923.75,0,,,,923.75
CUST00227,d8173ad5-ca1a-40b5-9550-f98f1cb4e0cf,EUR,2025-04-03 12:47:12,2025-04-05 12:47:12,2025-04-06 12:47:12,2025-04-07 12:47:12,Överföring,transfer,"Transfer to Strøm, Tangen og Strøm",billed,"Strøm, Tangen og Strøm",3102.66,0,,,,3102.66
CUST00052,92320a95-fae0-4ea2-8e47-71b8b3cbc1c4,EUR,2025-04-03 03:19:10,2025-04-03 03:19:10,2025-04-05 03:19:10,2025-04-06 03:19:10,Överföring,transfer,Transfer to Iversen RFH,billed,Iversen RFH,2098.78,0,,,,2098.78
CUST00986,3b3aef0a-5557-4d35-8961-b31934033f08,EUR,2025-04-03 06:15:56,2025-04-04 06:15:56,2025-04-05 06:15:56,2025-04-06 06:15:56,Autogiro,autogiro,Direct debit to Hagen ASA,billed,Hagen ASA,2150.04,0,,,,2150.04
CUST00897,6bd95a4f-37bf-4cbd-87a4-53041ff3a9f8,SEK,2025-04-02 17:01:39,2025-04-03 17:01:39,2025-04-05 17:01:39,2025-04-05 17:01:39,Överföring,transfer,"Transfer to Mikkelsen, Ahmed og Eriksen",billed,"Mikkelsen, Ahmed og Eriksen",244.73,0,,,,244.73
CUST00304,fafbb18e-99d2-47f2-ab1f-283e856b1c79,DKK,2025-04-03 13:49:35,2025-04-04 13:49:35,2025-04-06 13:49:35,2025-04-08 13:49:35,Kortköp,card,Card payment at Melin AB,billed,Melin AB,14537.68,1,3443 8418 8788 3735,,,14537.68
CUST00590,cfe4ce7b-2cd2-4623-a3be-6d6c88f25856,NOK,2025-04-02 00:48:27,2025-04-04 00:48:27,2025-04-05 00:48:27,2025-04-06 00:48:27,Kortköp,card,Card payment at Mayer-Palmer,billed,Mayer-Palmer,635.73,0,8445 7308 1334 5752,,,635.73
CUST00999,0277f141-3240-4b15-b9a7-e05a8b160a4d,EUR,2025-04-03 02:27:27,2025-04-04 02:27:27,2025-04-05 02:27:27,2025-04-05 02:27:27,Swish,swish,Swish payment to Jepsen A/S,billed,Jepsen A/S,5427.94,0,,Membership payment,Sports club 2025,5427.94
CUST00037,1f4a4706-2e79-4ba5-903e-f9cb100637c7,EUR,2025-04-02 18:03:26,2025-04-03 18:03:26,2025-04-04 18:03:26,2025-04-05 18:03:26,Swish,swish,Swish payment to Huttunen,billed,Huttunen,7305.11,0,,Membership payment,Sports club 2025,7305.11
CUST00251,ed347d55-3673-4569-a930-5695d4ec675d,NOK,2025-04-02 01:58:10,2025-04-03 01:58:10,2025-04-04 01:58:10,2025-04-06 01:58:10,Swish,swish,Swish payment to Haugland-Johnsen,billed,Haugland-Johnsen,6682.06,0,,Membership payment,Sports club 2025,6682.06
CUST00216,dd0cd405-9084-46de-830a-d57d19fdaf3b,DKK,2025-04-03 05:27:30,2025-04-04 05:27:30,2025-04-06 05:27:30,2025-04-06 05:27:30,Kortköp,card,Card payment at Lehtonen Ryynänen Ky,billed,Lehtonen Ryynänen Ky,1762.14,0,3222 3998 4004 7891,,,1762.14
CUST00420,166e6aeb-7f1e-41ea-a1ab-0704de8e2646,NOK,2025-04-03 17:50:37,2025-04-05 17:50:37,2025-04-06 17:50:37,2025-04-06 17:50:37,Överföring,transfer,Transfer to Johansson Jonsson HB,billed,Johansson Jonsson HB,11509.68,0,,,,11509.68
CUST00789,97ad6a67-299f-4047-aefa-dcfa60ff9567,EUR,2025-04-03 08:55:21,2025-04-05 08:55:21,2025-04-07 08:55:21,2025-04-09 08:55:21,Insättning,deposit,Deposit from Chubb,billed,Chubb,5715.84,0,,,,5715.84
CUST00223,9670efb3-22f5-4db1-a563-c7d9d04a3a73,EUR,2025-04-02 23:59:33,2025-04-04 23:59:33,2025-04-06 23:59:33,2025-04-06 23:59:33,Insättning,deposit,"Deposit from Andresen, Haugland og Eriksen",billed,"Andresen, Haugland og Eriksen",5497.50,0,,,,5497.5
CUST00769,f8bf491d-4311-4b26-ae15-3de8cb3ada7f,EUR,2025-04-03 17:41:54,2025-04-04 17:41:54,2025-04-04 17:41:54,2025-04-05 17:41:54,Swish,swish,Swish payment to Kristiansen & Søn ApS,billed,Kristiansen & Søn ApS,4397.04,0,,Membership payment,Sports club 2025,4397.04
CUST00173,097452d8-b082-4958-876c-1833ca50e117,EUR,2025-04-03 20:59:43,2025-04-05 20:59:43,2025-04-06 20:59:43,2025-04-07 20:59:43,Insättning,deposit,Deposit from Muhonen Ky,billed,Muhonen Ky,127.72,0,,,,127.72
CUST00864,8802bbd2-0457-4d6f-93d3-125a3a5604b3,SEK,2025-04-03 22:26:04,2025-04-04 22:26:04,2025-04-04 22:26:04,2025-04-06 22:26:04,Autogiro,autogiro,Direct debit to Karlsson HB,billed,Karlsson HB,12389.71,0,,,,12389.71
CUST00584,85a63296-a9df-4c0c-a8db-76b3982df078,NOK,2025-04-02 10:07:17,2025-04-02 10:07:17,2025-04-04 10:07:17,2025-04-05 10:07:17,Swish,swish,"Swish payment to Fletcher, Martin and Padilla",billed,"Fletcher, Martin and Padilla",350.77,0,,Membership payment,Sports club 2025,350.77
CUST00663,8446a29a-c6c7-43a3-83bc-cfa8f01919d0,NOK,2025-04-03 06:46:18,2025-04-05 06:46:18,2025-04-05 06:46:18,2025-04-07 06:46:18,Insättning,deposit,Deposit from Holmström Kauppinen Oy,billed,Holmström Kauppinen Oy,12619.02,0,,,,12619.02
CUST00699,e078b2d6-e92c-48ed-8fa0-51492bb2c51f,EUR,2025-04-02 02:09:56,2025-04-03 02:09:56,2025-04-04 02:09:56,2025-04-04 02:09:56,Överföring,transfer,Transfer to Mattila,billed,Mattila,2152.83,0,,,,2152.83
CUST00062,85181eb4-c115-4613-9939-3a5d922e047f,DKK,2025-04-03 05:17:19,2025-04-03 05:17:19,2025-04-05 05:17:19,2025-04-07 05:17:19,Kortköp,card,Card payment at Kivistö,billed,Kivistö,2443.22,0,1242 8775 4140 3905,,,2443.22
CUST00785,95745ff7-bec4-4e08-b0ec-69c4124b035f,EUR,2025-04-03 20:50:04,2025-04-03 20:50:04,2025-04-05 20:50:04,2025-04-07 20:50:04,Insättning,deposit,"Deposit from Harmon, Kirby and Williams",billed,"Harmon, Kirby and Williams",16120.85,0,,,,16120.85
CUST00952,a1965413-d881-473a-a99e-7d01e5ae81f3,NOK,2025-04-03 11:43:11,2025-04-03 11:43:11,2025-04-05 11:43:11,2025-04-05 11:43:11,Swish,swish,Swish payment to Mikkelsen-Nygård,billed,Mikkelsen-Nygård,661.68,0,,Membership payment,Sports club 2025,661.68
CUST00330,73aca6e1-dc21-4944-a845-11a29bc27450,EUR,2025-04-02 16:59:39,2025-04-03 16:59:39,2025-04-03 16:59:39,2025-04-04 16:59:39,Swish,swish,Swish payment to Hagström AB,billed,Hagström AB,7529.87,0,,Membership payment,Sports club 2025,7529.87
CUST00944,19504cc0-cf96-4bfa-9427-becdece9abc0,NOK,2025-04-03 14:52:36,2025-04-04 14:52:36,2025-04-05 14:52:36,2025-04-07 14:52:36,Kortköp,card,Card payment at Andersson Henriksson HB,billed,Andersson Henriksson HB,469.23,0,7639 5783 3584 1494,,,469.23
CUST00211,85fb94a6-fb67-4437-a426-e700feb2ac4b,EUR,2025-04-03 14:59:54,2025-04-05 14:59:54,2025-04-07 14:59:54,2025-04-07 14:59:54,Insättning,deposit,Deposit from Lahti Rantala Tmi,billed,Lahti Rantala Tmi,18593.77,0,,,,18593.77
CUST00089,80b6068f-8735-42bb-b5bd-51ea07996e3b,EUR,2025-04-02 23:47:57,2025-04-03 23:47:57,2025-04-05 23:47:57,2025-04-07 23:47:57,Swish,swish,Swish payment to Ekberg AB,billed,Ekberg AB,9530.00,0,,Membership payment,Sports club 2025,9530.0
CUST00019,3eea3cf0-93ff-41ea-94f8-72f6c67e0a01,NOK,2025-04-02 20:33:17,2025-04-03 20:33:17,2025-04-05 20:33:17,2025-04-07 20:33:17,Kortköp,card,Card payment at Salonen,billed,Salonen,7719.73,0,8366 1438 7232 3943,,,7719.73
CUST00065,d2316495-e333-48d0-82e8-42bb93916c8b,SEK,2025-04-03 00:45:23,2025-04-05 00:45:23,2025-04-06 00:45:23,2025-04-06 00:45:23,Insättning,deposit,Deposit from Mathiesen & Jørgensen ApS,billed,Mathiesen & Jørgensen ApS,17.08,0,,,,17.08
CUST00264,0c07cdc3-93bc-406c-b7cf-865f71fed889,SEK,2025-04-03 14:37:47,2025-04-03 14:37:47,2025-04-04 14:37:47,2025-04-04 14:37:47,Insättning,deposit,Deposit from Olsson & Lundin AB,billed,Olsson & Lundin AB,372.33,0,,,,372.33
CUST00524,ca10c941-d2b7-4286-b894-2fe2352d855e,NOK,2025-04-03 23:57:51,2025-04-03 23:57:51,2025-04-03 23:57:51,2025-04-05 23:57:51,Autogiro,autogiro,Direct debit to Helminen Seppälä Oyj,billed,Helminen Seppälä Oyj,232.13,0,,,,232.13
CUST00892,c0383a81-89d8-453b-812c-fa6fbe98703f,EUR,2025-04-03 09:55:35,2025-04-05 09:55:35,2025-04-07 09:55:35,2025-04-07 09:55:35,Kortköp,card,Card payment at Niemi Osk,billed,Niemi Osk,8063.30,0,9224 1091 7330 7175,,,8063.3
CUST00976,051d1800-6502-4273-ac5f-a7262064b2a1,EUR,2025-04-02 16:09:01,2025-04-04 16:09:01,2025-04-04 16:09:01,2025-04-05 16:09:01,Autogiro,autogiro,Direct debit to Johnsson & Nilsson HB,billed,Johnsson & Nilsson HB,811.91,1,,,,811.91
CUST00593,02abe229-146f-4928-95a1-55dec98a2fa2,EUR,2025-04-02 07:29:49,2025-04-03 07:29:49,2025-04-05 07:29:49,2025-04-06 07:29:49,Kortköp,card,Card payment at Heymans Groep,billed,Heymans Groep,13576.66,0,3325 9372 2526 6383,,,13576.66
CUST00001,597ce0cf-50ad-4cd5-9dbb-5298a5751dda,SEK,2025-04-03 08:40:41,2025-04-03 08:40:41,2025-04-03 08:40:41,2025-04-04 08:40:41,Swish,swish,"Swish payment to Martinez, Berry and Wells",billed,"Martinez, Berry and Wells",331.76,0,,Membership payment,Sports club 2025,331.76
CUST00613,53fdb674-87f7-46a9-b0a9-5fc90f1f43a7,EUR,2025-04-03 06:01:13,2025-04-05 06:01:13,2025-04-06 06:01:13,2025-04-06 06:01:13,Swish,swish,Swish payment to Nilsson AB,billed,Nilsson AB,814.07,0,,Membership payment,Sports club 2025,814.07
CUST00049,e11b1719-0f9d-4819-93e6-c977488d5d8d,DKK,2025-04-02 02:15:49,2025-04-04 02:15:49,2025-04-06 02:15:49,2025-04-08 02:15:49,Swish,swish,Swish payment to Bech A/S,billed,Bech A/S,162.90,0,,Membership payment,Sports club 2025,162.9
CUST00655,eec335f7-57df-4c9a-a7e0-fe2511d67820,SEK,2025-04-03 09:04:41,2025-04-03 09:04:41,2025-04-04 09:04:41,2025-04-04 09:04:41,Kortköp,card,Card payment at Lewis-Murray,billed,Lewis-Murray,329.34,0,7793 3848 5849 5901,,,329.34
CUST00862,ea3e442f-23cd-4c84-a6ed-34e2c1ed3940,EUR,2025-04-02 23:45:24,2025-04-02 23:45:24,2025-04-04 23:45:24,2025-04-04 23:45:24,Insättning,deposit,Deposit from FleuraMetz,billed,FleuraMetz,6614.23,0,,,,6614.23
CUST00528,66a4372a-997e-43d1-b87a-d8968278e194,EUR,2025-04-03 18:11:40,2025-04-04 18:11:40,2025-04-06 18:11:40,2025-04-06 18:11:40,Insättning,deposit,Deposit from Engen og Sønner,billed,Engen og Sønner,474.03,0,,,,474.03
CUST00478,b44df4b5-0f73-4617-9e61-f0dccc692137,EUR,2025-04-02 06:28:02,2025-04-02 06:28:02,2025-04-03 06:28:02,2025-04-05 06:28:02,Autogiro,autogiro,Direct debit to Henriksen ApS,billed,Henriksen ApS,38.05,0,,,,38.05
CUST00959,4ab9e0df-f4a3-4e30-a203-b5c15de13be7,SEK,2025-04-02 08:10:47,2025-04-04 08:10:47,2025-04-06 08:10:47,2025-04-07 08:10:47,Insättning,deposit,Deposit from Hermansson & Hedman HB,billed,Hermansson & Hedman HB,9876.87,0,,,,9876.87
CUST00175,d2067a87-62c6-4435-9c5b-b24f55957cd1,DKK,2025-04-03 05:34:28,2025-04-04 05:34:28,2025-04-04 05:34:28,2025-04-04 05:34:28,Överföring,transfer,Transfer to Gulbrandsen-Aune,billed,Gulbrandsen-Aune,7374.07,0,,,,7374.07
CUST00543,ca33dd84-58c2-47f1-9b68-d4ee2f9997c3,SEK,2025-04-02 01:13:09,2025-04-02 01:13:09,2025-04-04 01:13:09,2025-04-04 01:13:09,Swish,swish,Swish payment to Nielsen BA,billed,Nielsen BA,3118.51,0,,Membership payment,Sports club 2025,3118.51
CUST00650,0ae700f7-9d0a-4fe2-adc8-a219f4de6a69,EUR,2025-04-03 06:40:35,2025-04-03 06:40:35,2025-04-05 06:40:35,2025-04-06 06:40:35,Swish,swish,Swish payment to Jansson AB,billed,Jansson AB,3592.40,0,,Membership payment,Sports club 2025,3592.4
CUST00223,0736591d-74f9-4d90-ae84-98c67c74eb6a,EUR,2025-04-03 19:18:59,2025-04-04 19:18:59,2025-04-06 19:18:59,2025-04-08 19:18:59,Autogiro,autogiro,Direct debit to van de Pavert & Peeters,billed,van de Pavert & Peeters,2615.93,0,,,,2615.93
CUST00259,3fd6f99e-ea03-486f-97d6-6988013319d1,DKK,2025-04-03 14:00:18,2025-04-05 14:00:18,2025-04-06 14:00:18,2025-04-06 14:00:18,Autogiro,autogiro,"Direct debit to Wheeler, Barajas and Santos",billed,"Wheeler, Barajas and Santos",1210.66,0,,,,1210.66
CUST00011,aed65001-b46d-4853-9126-ed1711958966,NOK,2025-04-03 23:53:45,2025-04-03 23:53:45,2025-04-04 23:53:45,2025-04-04 23:53:45,Autogiro,autogiro,Direct debit to Lindroos Koskinen Oy,billed,Lindroos Koskinen Oy,582.01,0,,,,582.01
CUST00382,f57a7220-763a-4e61-b252-456effc9ff30,EUR,2025-04-03 05:41:48,2025-04-05 05:41:48,2025-04-05 05:41:48,2025-04-07 05:41:48,Swish,swish,Swish payment to Ali Gruppen,billed,Ali Gruppen,899.41,0,,Membership payment,Sports club 2025,899.41
CUST00948,0af875b2-43fe-4d09-9407-3daa68db3370,NOK,2025-04-02 16:13:33,2025-04-03 16:13:33,2025-04-04 16:13:33,2025-04-04 16:13:33,Swish,swish,Swish payment to Koivisto Simonen Osk,billed,Koivisto Simonen Osk,111.18,0,,Membership payment,Sports club 2025,111.18
CUST00564,7d8bd58a-22a7-499d-8050-1cd88bff35b3,SEK,2025-04-03 17:29:49,2025-04-04 17:29:49,2025-04-05 17:29:49,2025-04-07 17:29:49,Autogiro,autogiro,Direct debit to Aro Osk,billed,Aro Osk,816.54,0,,,,816.54
CUST00624,ef022c92-2262-4ad8-ac16-a78b35624347,NOK,2025-04-03 23:15:38,2025-04-04 23:15:38,2025-04-04 23:15:38,2025-04-04 23:15:38,Överföring,transfer,Transfer to Baker Group,billed,Baker Group,837.33,0,,,,837.33
CUST00300,8763edcb-1db6-4efe-b40a-a8ad4545448d,SEK,2025-04-03 03:20:17,2025-04-04 03:20:17,2025-04-04 03:20:17,2025-04-06 03:20:17,Swish,swish,Swish payment to Clausen ApS,billed,Clausen ApS,6006.33,0,,Membership payment,Sports club 2025,6006.33
CUST00360,696932ac-9349-466a-8588-15b3ed335d5f,EUR,2025-04-02 16:11:16,2025-04-04 16:11:16,2025-04-05 16:11:16,2025-04-06 16:11:16,Autogiro,autogiro,Direct debit to Dam ApS,billed,Dam ApS,4027.17,0,,,,4027.17
CUST00081,dc4de578-c194-43fe-b1f6-d38e4297bb04,DKK,2025-04-03 08:00:42,2025-04-04 08:00:42,2025-04-05 08:00:42,2025-04-07 08:00:42,Insättning,deposit,Deposit from Skov ApS,billed,Skov ApS,294.72,0,,,,294.72
CUST00248,4739669a-dbb2-4f95-8376-caa7895d603d,SEK,2025-04-02 19:48:17,2025-04-04 19:48:17,2025-04-06 19:48:17,2025-04-06 19:48:17,Överföring,transfer,Transfer to Kuiper BV,billed,Kuiper BV,1272.16,0,,,,1272.16
CUST00895,1ca48caf-59c1-4fcc-b5fe-9cc4c1204784,DKK,2025-04-03 08:53:48,2025-04-04 08:53:48,2025-04-04 08:53:48,2025-04-06 08:53:48,Insättning,deposit,Deposit from Bach & Søn ApS,billed,Bach & Søn ApS,836.78,0,,,,836.78
CUST00961,d88a2b67-22c2-4a83-b424-0302e48bb336,NOK,2025-04-03 05:56:11,2025-04-03 05:56:11,2025-04-03 05:56:11,2025-04-03 05:56:11,Överföring,transfer,Transfer to Verhaar & van der Maath,billed,Verhaar & van der Maath,3075.40,0,,,,3075.4
CUST00039,6cc0e350-f7c4-4cb2-a44d-3bc00572257e,NOK,2025-04-03 05:21:44,2025-04-04 05:21:44,2025-04-06 05:21:44,2025-04-08 05:21:44,Överföring,transfer,Transfer to Kristiansen ASA,billed,Kristiansen ASA,12049.48,0,,,,12049.48
CUST00417,455f8af7-d21d-437a-9504-882cd6d21f63,EUR,2025-04-03 18:37:14,2025-04-03 18:37:14,2025-04-03 18:37:14,2025-04-04 18:37:14,Autogiro,autogiro,Direct debit to Thomsen & Søn A/S,billed,Thomsen & Søn A/S,8546.99,0,,,,8546.99
CUST00580,85d0cf83-c28f-4c52-80fe-11cd9734aeb4,EUR,2025-04-02 12:41:00,2025-04-02 12:41:00,2025-04-04 12:41:00,2025-04-04 12:41:00,Överföring,transfer,Transfer to Martens NV,billed,Martens NV,10750.75,0,,,,10750.75
CUST00190,83106b55-f638-400a-9bf0-e042bf567386,DKK,2025-04-03 14:11:17,2025-04-04 14:11:17,2025-04-04 14:11:17,2025-04-04 14:11:17,Insättning,deposit,Deposit from Jönsson & Karlsson HB,billed,Jönsson & Karlsson HB,1110.38,0,,,,1110.38
CUST00577,18239790-4046-4d07-9453-909403908f5a,DKK,2025-04-03 03:15:00,2025-04-03 03:15:00,2025-04-03 03:15:00,2025-04-03 03:15:00,Insättning,deposit,"Deposit from Young, Sullivan and Juarez",billed,"Young, Sullivan and Juarez",6993.20,1,,,,6993.2
CUST00971,a30ce666-d36e-4cca-833d-19ff316889f2,SEK,2025-04-03 18:28:56,2025-04-04 18:28:56,2025-04-04 18:28:56,2025-04-04 18:28:56,Insättning,deposit,"Deposit from Smith, Smith and Gentry",billed,"Smith, Smith and Gentry",16499.08,0,,,,16499.08
CUST00386,43b6c14b-5943-4577-a21c-08a365599255,EUR,2025-04-03 18:57:47,2025-04-05 18:57:47,2025-04-07 18:57:47,2025-04-07 18:57:47,Insättning,deposit,Deposit from Edvardsen RFH,billed,Edvardsen RFH,488.02,0,,,,488.02
CUST00754,deb1289a-dcc3-445f-ab9e-6568d8ee0d81,SEK,2025-04-03 15:54:57,2025-04-03 15:54:57,2025-04-03 15:54:57,2025-04-04 15:54:57,Insättning,deposit,Deposit from Bradshaw Inc,billed,Bradshaw Inc,446.60,0,,,,446.6
CUST00752,224a94a5-763a-4eaa-b340-fa855b2955f1,EUR,2025-04-03 05:06:49,2025-04-05 05:06:49,2025-04-07 05:06:49,2025-04-08 05:06:49,Överföring,transfer,Transfer to Carr Ltd,billed,Carr Ltd,10624.96,0,,,,10624.96
CUST00461,9770d013-b080-4995-bea7-ccb8b0ad194d,EUR,2025-04-02 13:38:17,2025-04-03 13:38:17,2025-04-04 13:38:17,2025-04-04 13:38:17,Insättning,deposit,Deposit from Nordin Andersson AB,billed,Nordin Andersson AB,1750.40,0,,,,1750.4
CUST00252,c7e166e3-ff71-4401-9f09-058e454e1370,DKK,2025-04-03 14:14:35,2025-04-03 14:14:35,2025-04-03 14:14:35,2025-04-05 14:14:35,Autogiro,autogiro,Direct debit to Stichting Moenen,billed,Stichting Moenen,11560.50,0,,,,11560.5
CUST00826,a260f227-f46a-4817-994a-589d4f3fbe07,DKK,2025-04-03 20:16:25,2025-04-03 20:16:25,2025-04-03 20:16:25,2025-04-04 20:16:25,Autogiro,autogiro,"Direct debit to Day, Brown and Webb",billed,"Day, Brown and Webb",1568.91,0,,,,1568.91
CUST00540,bc41c770-baed-47ab-965e-a5d5073593d1,SEK,2025-04-03 19:39:12,2025-04-03 19:39:12,2025-04-03 19:39:12,2025-04-03 19:39:12,Swish,swish,Swish payment to Christensen PLC,billed,Christensen PLC,6541.18,0,,Membership payment,Sports club 2025,6541.18
CUST00030,2d6dc2cb-2eee-4ca9-b466-4ef16828e25c,NOK,2025-04-02 04:50:32,2025-04-03 04:50:32,2025-04-04 04:50:32,2025-04-04 04:50:32,Kortköp,card,Card payment at Mortensen & Jessen ApS,billed,Mortensen & Jessen ApS,10535.09,0,8641 7535 3405 2103,,,10535.09
CUST00979,4a240d4b-2f7e-4184-a4e7-3747cb1f999b,NOK,2025-04-03 23:28:54,2025-04-05 23:28:54,2025-04-05 23:28:54,2025-04-05 23:28:54,Autogiro,autogiro,Direct debit to Vuori ry,billed,Vuori ry,1398.58,0,,,,1398.58
CUST00748,8898010d-1b9e-4c84-9984-8c746b51bda0,SEK,2025-04-02 05:08:58,2025-04-02 05:08:58,2025-04-03 05:08:58,2025-04-03 05:08:58,Insättning,deposit,Deposit from Persson Månsson AB,billed,Persson Månsson AB,245.26,0,,,,245.26
CUST00528,19664504-6e7e-4978-869d-7b0161f03b99,EUR,2025-04-03 12:05:46,2025-04-04 12:05:46,2025-04-04 12:05:46,2025-04-06 12:05:46,Insättning,deposit,Deposit from Andersen A/S,billed,Andersen A/S,620.15,0,,,,620.15
CUST00481,8bd0d625-2639-4221-8312-615379927753,NOK,2025-04-02 02:24:55,2025-04-04 02:24:55,2025-04-06 02:24:55,2025-04-08 02:24:55,Swish,swish,Swish payment to Boskalis,billed,Boskalis,4830.94,0,,Membership payment,Sports club 2025,4830.94
CUST00335,c76ee7c0-26c5-4162-ae12-5271ef2b03e0,DKK,2025-04-02 21:38:08,2025-04-02 21:38:08,2025-04-04 21:38:08,2025-04-06 21:38:08,Överföring,transfer,Transfer to Solberg-Rønning AS,billed,Solberg-Rønning AS,2542.44,0,,,,2542.44
CUST00138,b8b06743-6a02-41e2-8d76-6247e4acda19,NOK,2025-04-02 00:49:37,2025-04-03 00:49:37,2025-04-05 00:49:37,2025-04-07 00:49:37,Autogiro,autogiro,Direct debit to Larsson AB,billed,Larsson AB,1126.52,0,,,,1126.52
CUST00056,07fb3bdd-9559-4433-8b30-0329f55c12c6,DKK,2025-04-02 13:18:00,2025-04-02 13:18:00,2025-04-03 13:18:00,2025-04-03 13:18:00,Insättning,deposit,Deposit from Duncan and Sons,billed,Duncan and Sons,230.78,0,,,,230.78
CUST00954,22f5b1a9-3e4f-42ba-beb3-eae71885048a,NOK,2025-04-03 07:03:57,2025-04-04 07:03:57,2025-04-06 07:03:57,2025-04-06 07:03:57,Överföring,transfer,Transfer to Johnsson Lindberg AB,billed,Johnsson Lindberg AB,3966.75,0,,,,3966.75
CUST00267,30838073-16e7-497b-b623-7f149d86a7ff,EUR,2025-04-03 21:10:44,2025-04-04 21:10:44,2025-04-04 21:10:44,2025-04-06 21:10:44,Insättning,deposit,Deposit from Alanko Oyj,billed,Alanko Oyj,13517.56,0,,,,13517.56
CUST00847,90fdbb3e-6173-467d-9020-91168a608ef3,EUR,2025-04-02 02:28:21,2025-04-04 02:28:21,2025-04-05 02:28:21,2025-04-06 02:28:21,Insättning,deposit,Deposit from Johansson & Carlsson AB,billed,Johansson & Carlsson AB,9625.10,0,,,,9625.1
CUST00900,06633c73-1eb5-4009-af85-f6a6247d2d52,DKK,2025-04-02 06:12:08,2025-04-03 06:12:08,2025-04-05 06:12:08,2025-04-06 06:12:08,Kortköp,card,Card payment at Karlsson & Pettersson HB,billed,Karlsson & Pettersson HB,2064.34,0,1045 8349 7692 7701,,,2064.34
CUST00102,ffb0f027-1ca3-415a-8ad7-43d36852c038,EUR,2025-04-03 07:21:22,2025-04-05 07:21:22,2025-04-06 07:21:22,2025-04-07 07:21:22,Insättning,deposit,Deposit from Silvennoinen Pekkarinen Oy,billed,Silvennoinen Pekkarinen Oy,1367.89,0,,,,1367.89
