customer_id,country,currency,account_numbers,account_name,product,account_type,available_balance,booked_balance,value_dated_balance,status,credit_limit,latest_transaction_booking_date,registration_number,dob,nationality,residence_country,occupation,gender,bank.name,bank.bic,bank.country
CUST00180,NO,NOK,"[{'value': '41647439475', '_type': 'BBAN_SE'}, {'value': 'SE804647439475', '_type': 'IBAN'}]",Steve Jørgensen-Søndergaard,SPARKONTO,Savings,1521.10,1521.10,1486.14,OPEN,11857.98,2025-04-04,681103-6166,1986-07-30,NO,NL,Engineer,Female,Nordea,NDEASESS,FI
CUST00181,FI,EUR,"[{'value': '48856756553', '_type': 'BBAN_SE'}, {'value': 'SE8011856756553', '_type': 'IBAN'}]",Aulis Kivistö,PERSONKONTO,Savings,104068.90,104068.90,67998.95,OPEN,13878.44,2025-04-04,200670-458K,1998-04-18,FI,FI,Doctor,Other,Nordea,NDEASESS,DK
CUST00182,FI,EUR,"[{'value': '40948540266', '_type': 'BBAN_SE'}, {'value': 'SE803948540266', '_type': 'IBAN'}]",Reidun Knutsen,PERSONKONTO,Savings,55447.81,55447.81,31970.81,OPEN,7785.68,2025-04-04,260345-0458,1973-06-13,FI,NL,Student,Other,Nordea,NDEASESS,NL
CUST00183,NO,NOK,"[{'value': '43381731378', '_type': 'BBAN_SE'}, {'value': 'SE806381731378', '_type': 'IBAN'}]",Freja Overgaard,STUDENTKONTO,Savings,114398.01,114398.01,87409.98,OPEN,2023.00,2025-04-04,000928-6873,1977-02-06,NO,NL,Doctor,Male,Nordea,NDEASESS,FI
CUST00184,NL,EUR,"[{'value': '49458191345', '_type': 'BBAN_SE'}, {'value': 'SE8012458191345', '_type': 'IBAN'}]",Sakari Oksanen,STUDENTKONTO,Current,135481.78,135481.78,78886.78,OPEN,9115.89,2025-04-04,940831-8690,1995-08-08,NL,NO,Nurse,Female,Nordea,NDEASESS,NL
CUST00185,SE,SEK,"[{'value': '44533921266', '_type': 'BBAN_SE'}, {'value': 'SE807533921266', '_type': 'IBAN'}]",Ivar Andresen,PERSONKONTO,Savings,134883.96,134883.96,98249.37,OPEN,11396.55,2025-04-04,798-83-6002,1975-07-06,SE,FI,Engineer,Female,Nordea,NDEASESS,SE
CUST00186,FI,EUR,"[{'value': '43203205881', '_type': 'BBAN_SE'}, {'value': 'SE806203205881', '_type': 'IBAN'}]",Nicolai Mortensen,STUDENTKONTO,Current,122559.76,122559.76,64055.23,OPEN,14157.51,2025-04-04,758304122,1976-07-18,FI,NL,Engineer,Male,Nordea,NDEASESS,FI
CUST00187,DK,DKK,"[{'value': '41756070122', '_type': 'BBAN_SE'}, {'value': 'SE804756070122', '_type': 'IBAN'}]",Hannele Hautamäki-Pirinen,PERSONKONTO,Savings,5244.36,5244.36,3604.08,OPEN,9246.47,2025-04-04,09016135159,2002-03-12,DK,DK,Driver,Male,Nordea,NDEASESS,DK
CUST00188,NL,EUR,"[{'value': '47989870040', '_type': 'BBAN_SE'}, {'value': 'SE8010989870040', '_type': 'IBAN'}]",Hermanni Mustonen,PERSONKONTO,Current,20381.98,20381.98,20309.08,OPEN,10812.43,2025-04-04,731908624,1955-06-08,NL,NO,Engineer,Male,Nordea,NDEASESS,DK
CUST00189,FI,EUR,"[{'value': '40986399651', '_type': 'BBAN_SE'}, {'value': 'SE803986399651', '_type': 'IBAN'}]",Maya Wensen,SPARKONTO,Savings,69719.08,69719.08,40267.00,OPEN,18779.50,2025-04-04,184295634,1957-09-19,FI,SE,Engineer,Other,Nordea,NDEASESS,NO
CUST00190,DK,DKK,"[{'value': '43818403515', '_type': 'BBAN_SE'}, {'value': 'SE806818403515', '_type': 'IBAN'}]",Cynthia Snyder,PERSONKONTO,Current,92431.02,92431.02,49325.39,OPEN,1154.74,2025-04-04,200126-588C,1981-04-07,DK,NL,Engineer,Male,Nordea,NDEASESS,NL
CUST00191,SE,SEK,"[{'value': '49596414118', '_type': 'BBAN_SE'}, {'value': 'SE8012596414118', '_type': 'IBAN'}]",Niels Madsen,PERSONKONTO,Current,60638.67,60638.67,34568.15,OPEN,5066.15,2025-04-04,790923-4077,1998-05-18,SE,NL,Artist,Other,Nordea,NDEASESS,FI
CUST00192,NL,EUR,"[{'value': '47809893329', '_type': 'BBAN_SE'}, {'value': 'SE8010809893329', '_type': 'IBAN'}]",Leif-Øystein Johnsen,PERSONKONTO,Savings,115994.46,115994.46,108817.79,OPEN,4810.33,2025-04-04,076-17-5195,1954-07-04,NL,FI,Cashier,Male,Nordea,NDEASESS,NL
CUST00193,NL,EUR,"[{'value': '43915196257', '_type': 'BBAN_SE'}, {'value': 'SE806915196257', '_type': 'IBAN'}]",Ragnhild Martinsen,STUDENTKONTO,Savings,142303.78,142303.78,110701.72,OPEN,19459.66,2025-04-04,080602A850X,1992-12-30,NL,DK,Analyst,Female,Nordea,NDEASESS,SE
CUST00194,DK,DKK,"[{'value': '45582978573', '_type': 'BBAN_SE'}, {'value': 'SE808582978573', '_type': 'IBAN'}]",Sebastian Poulsen,PERSONKONTO,Savings,61534.75,61534.75,38181.33,OPEN,6364.36,2025-04-04,12056207846,1970-02-26,DK,NO,Student,Male,Nordea,NDEASESS,NO
CUST00195,NL,EUR,"[{'value': '42276297510', '_type': 'BBAN_SE'}, {'value': 'SE805276297510', '_type': 'IBAN'}]",Timothy Perez,SPARKONTO,Current,62195.28,62195.28,39027.40,OPEN,13110.76,2025-04-04,291-11-4106,1992-09-03,NL,DK,Artist,Male,Nordea,NDEASESS,FI
CUST00196,NL,EUR,"[{'value': '40818112342', '_type': 'BBAN_SE'}, {'value': 'SE803818112342', '_type': 'IBAN'}]",Carl Schou-Jeppesen,SPARKONTO,Savings,108825.41,108825.41,91069.02,OPEN,1271.18,2025-04-04,547-12-8235,1960-12-07,NL,SE,Consultant,Other,Nordea,NDEASESS,NL
CUST00197,NL,EUR,"[{'value': '48190643621', '_type': 'BBAN_SE'}, {'value': 'SE8011190643621', '_type': 'IBAN'}]",Charlotte Jacobsen-Klausen,SPARKONTO,Current,32943.97,32943.97,19960.88,OPEN,19260.51,2025-04-04,738-78-5532,1952-04-05,NL,SE,Student,Male,Nordea,NDEASESS,NO
CUST00198,NL,EUR,"[{'value': '49617853228', '_type': 'BBAN_SE'}, {'value': 'SE8012617853228', '_type': 'IBAN'}]",Anna Ljungberg,SPARKONTO,Savings,105713.40,105713.40,72977.22,OPEN,13150.07,2025-04-04,272-84-3454,1977-10-22,NL,FI,Cashier,Female,Nordea,NDEASESS,NL
CUST00199,NL,EUR,"[{'value': '42001472250', '_type': 'BBAN_SE'}, {'value': 'SE805001472250', '_type': 'IBAN'}]",Hr Lars Schou,STUDENTKONTO,Savings,132480.39,132480.39,116690.65,OPEN,18329.44,2025-04-04,297-83-4950,1966-02-14,NL,FI,Artist,Female,Nordea,NDEASESS,FI
CUST00200,SE,SEK,"[{'value': '49540299593', '_type': 'BBAN_SE'}, {'value': 'SE8012540299593', '_type': 'IBAN'}]",Floortje van Heusden,PERSONKONTO,Current,84597.45,84597.45,53329.14,OPEN,11793.29,2025-04-04,450911-0617,1979-05-17,SE,DK,Cashier,Male,Nordea,NDEASESS,NL
CUST00201,NO,NOK,"[{'value': '43579265601', '_type': 'BBAN_SE'}, {'value': 'SE806579265601', '_type': 'IBAN'}]",Eli Ellingsen,SPARKONTO,Savings,49814.86,49814.86,31316.78,OPEN,19346.91,2025-04-04,070999-322P,1971-03-10,NO,DK,Student,Male,Nordea,NDEASESS,DK
CUST00202,FI,EUR,"[{'value': '42097302637', '_type': 'BBAN_SE'}, {'value': 'SE805097302637', '_type': 'IBAN'}]",Zoey de Vries,STUDENTKONTO,Current,25805.22,25805.22,19662.86,OPEN,18931.17,2025-04-04,779-48-8438,1956-09-07,FI,SE,Engineer,Female,Nordea,NDEASESS,SE
CUST00203,NO,NOK,"[{'value': '40993998848', '_type': 'BBAN_SE'}, {'value': 'SE803993998848', '_type': 'IBAN'}]",Kirsti Kari,STUDENTKONTO,Current,126460.44,126460.44,63808.24,OPEN,9392.19,2025-04-04,145-13-0830,1975-08-08,NO,SE,Nurse,Other,Nordea,NDEASESS,NL
CUST00204,NL,EUR,"[{'value': '47126571968', '_type': 'BBAN_SE'}, {'value': 'SE8010126571968', '_type': 'IBAN'}]",Emily Møller,PERSONKONTO,Current,136956.34,136956.34,104923.11,OPEN,731.09,2025-04-04,221021-740J,1962-05-18,NL,NL,Cashier,Other,Nordea,NDEASESS,DK
CUST00205,FI,EUR,"[{'value': '47189916797', '_type': 'BBAN_SE'}, {'value': 'SE8010189916797', '_type': 'IBAN'}]",Mr. Jonathan Parker Jr.,PERSONKONTO,Current,3062.82,3062.82,2937.32,OPEN,3403.50,2025-04-04,16026237568,1952-11-24,FI,NO,Nurse,Other,Nordea,NDEASESS,NL
CUST00206,FI,EUR,"[{'value': '41704657157', '_type': 'BBAN_SE'}, {'value': 'SE804704657157', '_type': 'IBAN'}]",Mauri Salo,SPARKONTO,Savings,122374.55,122374.55,89272.10,OPEN,19809.54,2025-04-04,740693189,1974-05-08,FI,NO,Cashier,Other,Nordea,NDEASESS,NO
CUST00207,SE,SEK,"[{'value': '43262396395', '_type': 'BBAN_SE'}, {'value': 'SE806262396395', '_type': 'IBAN'}]",Daniel Johansen,PERSONKONTO,Savings,98233.49,98233.49,67744.96,OPEN,9782.10,2025-04-04,560424-5752,1974-02-16,SE,SE,Teacher,Male,Nordea,NDEASESS,NL
CUST00208,DK,DKK,"[{'value': '44182609867', '_type': 'BBAN_SE'}, {'value': 'SE807182609867', '_type': 'IBAN'}]",Bertil Jessen-Bech,STUDENTKONTO,Current,126876.80,126876.80,78014.42,OPEN,9772.26,2025-04-04,24113839984,1958-03-19,DK,SE,Doctor,Other,Nordea,NDEASESS,NL
CUST00209,FI,EUR,"[{'value': '40141312095', '_type': 'BBAN_SE'}, {'value': 'SE803141312095', '_type': 'IBAN'}]",Henry Åberg,SPARKONTO,Current,134947.09,134947.09,132347.28,OPEN,3311.74,2025-04-04,375-97-2364,1990-06-16,FI,DK,Doctor,Female,Nordea,NDEASESS,NL
CUST00210,NO,NOK,"[{'value': '47943294720', '_type': 'BBAN_SE'}, {'value': 'SE8010943294720', '_type': 'IBAN'}]",Lea Christensen,STUDENTKONTO,Savings,84811.75,84811.75,58683.21,OPEN,15914.71,2025-04-04,031225-1408,1972-02-14,NO,SE,Analyst,Other,Nordea,NDEASESS,NO
CUST00211,FI,EUR,"[{'value': '41877279755', '_type': 'BBAN_SE'}, {'value': 'SE804877279755', '_type': 'IBAN'}]",Mathias-Espen Nygård,PERSONKONTO,Savings,8527.62,8527.62,6844.13,OPEN,19119.74,2025-04-04,144-42-5219,1976-03-13,FI,DK,Artist,Male,Nordea,NDEASESS,NL
CUST00212,FI,EUR,"[{'value': '46230065637', '_type': 'BBAN_SE'}, {'value': 'SE809230065637', '_type': 'IBAN'}]",Prof. Mathilde Frandsen,PERSONKONTO,Savings,117640.45,117640.45,91350.03,OPEN,8921.03,2025-04-04,849-66-8722,1997-09-08,FI,NL,Driver,Male,Nordea,NDEASESS,DK
CUST00213,NL,EUR,"[{'value': '49648428340', '_type': 'BBAN_SE'}, {'value': 'SE8012648428340', '_type': 'IBAN'}]",Kjeld Hansen-Carlsen,PERSONKONTO,Current,44659.23,44659.23,28313.33,OPEN,14377.70,2025-04-04,171005A4284,1970-05-25,NL,NO,Driver,Female,Nordea,NDEASESS,DK
CUST00214,FI,EUR,"[{'value': '45618965944', '_type': 'BBAN_SE'}, {'value': 'SE808618965944', '_type': 'IBAN'}]",Merijn van Ochten,SPARKONTO,Savings,16429.36,16429.36,9054.48,OPEN,4154.14,2025-04-04,010921-593E,1998-07-20,FI,DK,Analyst,Other,Nordea,NDEASESS,SE
CUST00215,NL,EUR,"[{'value': '40112794026', '_type': 'BBAN_SE'}, {'value': 'SE803112794026', '_type': 'IBAN'}]",Claes Lindqvist,SPARKONTO,Current,61502.60,61502.60,49107.51,OPEN,17342.50,2025-04-04,794-49-2422,1965-12-09,NL,SE,Cashier,Female,Nordea,NDEASESS,FI
CUST00216,DK,DKK,"[{'value': '49632505791', '_type': 'BBAN_SE'}, {'value': 'SE8012632505791', '_type': 'IBAN'}]",Cecilia Johansson,STUDENTKONTO,Current,116985.78,116985.78,98579.00,OPEN,3207.38,2025-04-04,20119344302,1983-08-10,DK,FI,Cashier,Female,Nordea,NDEASESS,NO
CUST00217,NO,NOK,"[{'value': '46161887665', '_type': 'BBAN_SE'}, {'value': 'SE809161887665', '_type': 'IBAN'}]",Tammy Sørensen,SPARKONTO,Savings,9958.44,9958.44,7390.31,OPEN,7541.94,2025-04-04,283497610,1980-09-26,NO,NO,Student,Other,Nordea,NDEASESS,SE
CUST00218,NL,EUR,"[{'value': '40459442845', '_type': 'BBAN_SE'}, {'value': 'SE803459442845', '_type': 'IBAN'}]",Maiken Jepsen,SPARKONTO,Current,29734.46,29734.46,28973.61,OPEN,16911.46,2025-04-04,473129504,2001-12-08,NL,DK,Artist,Female,Nordea,NDEASESS,FI
CUST00219,FI,EUR,"[{'value': '42552898167', '_type': 'BBAN_SE'}, {'value': 'SE805552898167', '_type': 'IBAN'}]",Marjut Leino,SPARKONTO,Savings,64877.13,64877.13,52005.87,OPEN,9840.69,2025-04-04,07037618114,1995-07-03,FI,NO,Driver,Female,Nordea,NDEASESS,NO
CUST00220,FI,EUR,"[{'value': '47013262671', '_type': 'BBAN_SE'}, {'value': 'SE8010013262671', '_type': 'IBAN'}]",Tove Nørgaard,STUDENTKONTO,Current,110363.72,110363.72,73164.87,OPEN,16421.64,2025-04-04,070399-2994,1969-01-12,FI,DK,Artist,Male,Nordea,NDEASESS,FI
CUST00221,NL,EUR,"[{'value': '49362716083', '_type': 'BBAN_SE'}, {'value': 'SE8012362716083', '_type': 'IBAN'}]",Jesper van Geest,STUDENTKONTO,Current,30370.11,30370.11,29656.48,OPEN,18888.01,2025-04-04,473192500,1991-05-10,NL,NO,Student,Female,Nordea,NDEASESS,DK
CUST00222,SE,SEK,"[{'value': '42144490990', '_type': 'BBAN_SE'}, {'value': 'SE805144490990', '_type': 'IBAN'}]",Gijs Cammel-van der Horst,STUDENTKONTO,Savings,122935.35,122935.35,76344.15,OPEN,14447.11,2025-04-04,654-30-0861,1977-08-01,SE,DK,Doctor,Female,Nordea,NDEASESS,NO
CUST00223,NL,EUR,"[{'value': '47265834251', '_type': 'BBAN_SE'}, {'value': 'SE8010265834251', '_type': 'IBAN'}]",Aukusti Räsänen,STUDENTKONTO,Current,72145.59,72145.59,64596.31,OPEN,14181.87,2025-04-04,580206-9517,1977-02-23,NL,NL,Nurse,Other,Nordea,NDEASESS,FI
CUST00224,SE,SEK,"[{'value': '49656078487', '_type': 'BBAN_SE'}, {'value': 'SE8012656078487', '_type': 'IBAN'}]",Kayleigh Mansveld-Simonis,STUDENTKONTO,Savings,16850.73,16850.73,9826.83,OPEN,1363.79,2025-04-04,020474-6630,2001-10-08,SE,DK,Artist,Female,Nordea,NDEASESS,NL
CUST00225,SE,SEK,"[{'value': '41111272861', '_type': 'BBAN_SE'}, {'value': 'SE804111272861', '_type': 'IBAN'}]",Karin Nilsson,STUDENTKONTO,Current,2076.89,2076.89,1501.36,OPEN,9529.73,2025-04-04,911008-4275,1951-12-07,SE,NL,Analyst,Male,Nordea,NDEASESS,DK
CUST00226,FI,EUR,"[{'value': '42073486033', '_type': 'BBAN_SE'}, {'value': 'SE805073486033', '_type': 'IBAN'}]",Knut Tangen,SPARKONTO,Savings,149656.56,149656.56,143711.27,OPEN,2763.35,2025-04-04,270918A011N,1988-02-09,FI,NO,Artist,Female,Nordea,NDEASESS,SE
CUST00227,FI,EUR,"[{'value': '49478422976', '_type': 'BBAN_SE'}, {'value': 'SE8012478422976', '_type': 'IBAN'}]",Øjvind Lauridsen,SPARKONTO,Savings,68572.23,68572.23,50611.88,OPEN,14578.88,2025-04-04,091243-658T,1985-02-20,FI,DK,Artist,Male,Nordea,NDEASESS,DK
CUST00228,FI,EUR,"[{'value': '43052772528', '_type': 'BBAN_SE'}, {'value': 'SE806052772528', '_type': 'IBAN'}]",Hanna Kristoffersen,PERSONKONTO,Savings,7180.12,7180.12,5916.31,OPEN,18633.49,2025-04-04,121190-830L,1971-12-18,FI,NO,Analyst,Male,Nordea,NDEASESS,NO
CUST00229,NL,EUR,"[{'value': '46699500243', '_type': 'BBAN_SE'}, {'value': 'SE809699500243', '_type': 'IBAN'}]",Mariah Higgins,SPARKONTO,Current,24440.29,24440.29,21968.84,OPEN,4134.55,2025-04-04,410522-3459,1988-02-05,NL,DK,Driver,Male,Nordea,NDEASESS,NO
CUST00230,NL,EUR,"[{'value': '46139882707', '_type': 'BBAN_SE'}, {'value': 'SE809139882707', '_type': 'IBAN'}]",Dean le Briel-van Dagsburg,PERSONKONTO,Current,132523.06,132523.06,79897.12,OPEN,11758.28,2025-04-04,336-12-6568,1955-12-13,NL,NL,Teacher,Female,Nordea,NDEASESS,SE
CUST00231,FI,EUR,"[{'value': '44784400161', '_type': 'BBAN_SE'}, {'value': 'SE807784400161', '_type': 'IBAN'}]",Mrs. Taylor Smith,STUDENTKONTO,Savings,29962.60,29962.60,22887.16,OPEN,12140.93,2025-04-04,06058648505,1970-01-02,FI,NL,Driver,Other,Nordea,NDEASESS,FI
CUST00232,SE,SEK,"[{'value': '47926438617', '_type': 'BBAN_SE'}, {'value': 'SE8010926438617', '_type': 'IBAN'}]",Fru Esmarelda Schultz,STUDENTKONTO,Current,52514.73,52514.73,47623.99,OPEN,18414.31,2025-04-04,230183-0655,1957-07-03,SE,NL,Doctor,Other,Nordea,NDEASESS,FI
CUST00233,NO,NOK,"[{'value': '45319629373', '_type': 'BBAN_SE'}, {'value': 'SE808319629373', '_type': 'IBAN'}]",Jon Johansen,PERSONKONTO,Current,47321.27,47321.27,32493.29,OPEN,10461.08,2025-04-04,841526709,1981-12-31,NO,DK,Nurse,Male,Nordea,NDEASESS,NO
CUST00234,NL,EUR,"[{'value': '45092773357', '_type': 'BBAN_SE'}, {'value': 'SE808092773357', '_type': 'IBAN'}]",William Brooks,STUDENTKONTO,Current,57864.64,57864.64,44987.23,OPEN,6132.28,2025-04-04,873614021,1985-05-26,NL,NO,Artist,Female,Nordea,NDEASESS,DK
CUST00235,NL,EUR,"[{'value': '44336127859', '_type': 'BBAN_SE'}, {'value': 'SE807336127859', '_type': 'IBAN'}]",Aylin Heerkens,PERSONKONTO,Current,8514.88,8514.88,7728.17,OPEN,10356.04,2025-04-04,580505-9242,1963-03-20,NL,DK,Driver,Other,Nordea,NDEASESS,NL
CUST00236,DK,DKK,"[{'value': '47902275119', '_type': 'BBAN_SE'}, {'value': 'SE8010902275119', '_type': 'IBAN'}]",Cecilie Jacobsen,SPARKONTO,Current,62636.75,62636.75,33907.48,OPEN,16019.68,2025-04-04,050232-454R,1995-10-02,DK,NO,Cashier,Male,Nordea,NDEASESS,SE
CUST00237,FI,EUR,"[{'value': '41239829538', '_type': 'BBAN_SE'}, {'value': 'SE804239829538', '_type': 'IBAN'}]",Katherine Nolan,SPARKONTO,Savings,34114.09,34114.09,26433.75,OPEN,11667.92,2025-04-04,25060258905,1980-07-17,FI,FI,Analyst,Female,Nordea,NDEASESS,SE
CUST00238,NL,EUR,"[{'value': '47382963909', '_type': 'BBAN_SE'}, {'value': 'SE8010382963909', '_type': 'IBAN'}]",Mathias Gregersen,STUDENTKONTO,Current,123480.33,123480.33,122849.08,OPEN,14851.78,2025-04-04,406281531,1972-11-26,NL,NO,Cashier,Male,Nordea,NDEASESS,SE
CUST00239,DK,DKK,"[{'value': '44668556448', '_type': 'BBAN_SE'}, {'value': 'SE807668556448', '_type': 'IBAN'}]",Marinus Courtier,PERSONKONTO,Current,39790.88,39790.88,24071.06,OPEN,13938.10,2025-04-04,650214-0327,1977-04-13,DK,NL,Driver,Male,Nordea,NDEASESS,NL
CUST00240,NL,EUR,"[{'value': '48844874547', '_type': 'BBAN_SE'}, {'value': 'SE8011844874547', '_type': 'IBAN'}]",Pamela Good,SPARKONTO,Savings,21315.63,21315.63,17019.01,OPEN,6811.25,2025-04-04,659378024,1986-02-27,NL,FI,Cashier,Other,Nordea,NDEASESS,NO
CUST00241,FI,EUR,"[{'value': '43501175349', '_type': 'BBAN_SE'}, {'value': 'SE806501175349', '_type': 'IBAN'}]",Hannah White,PERSONKONTO,Savings,142883.40,142883.40,137080.10,OPEN,17407.43,2025-04-04,403-68-2087,1964-08-11,FI,NO,Teacher,Male,Nordea,NDEASESS,FI
CUST00242,NO,NOK,"[{'value': '43558302256', '_type': 'BBAN_SE'}, {'value': 'SE806558302256', '_type': 'IBAN'}]",Vilhelmina Johansson,STUDENTKONTO,Savings,106853.53,106853.53,79576.96,OPEN,12831.84,2025-04-04,869715343,1968-03-20,NO,DK,Driver,Female,Nordea,NDEASESS,NL
CUST00243,SE,SEK,"[{'value': '44694806361', '_type': 'BBAN_SE'}, {'value': 'SE807694806361', '_type': 'IBAN'}]",Molly Rodriguez,STUDENTKONTO,Savings,95227.35,95227.35,80691.07,OPEN,9366.57,2025-04-04,603185496,1995-03-11,SE,DK,Artist,Other,Nordea,NDEASESS,FI
CUST00244,SE,SEK,"[{'value': '48989974968', '_type': 'BBAN_SE'}, {'value': 'SE8011989974968', '_type': 'IBAN'}]",Gijs Bronder,SPARKONTO,Savings,130401.71,130401.71,120628.51,OPEN,8255.46,2025-04-04,04026834215,1958-12-30,SE,DK,Consultant,Female,Nordea,NDEASESS,NL
CUST00245,FI,EUR,"[{'value': '45512990303', '_type': 'BBAN_SE'}, {'value': 'SE808512990303', '_type': 'IBAN'}]",Frank Ravn-Jespersen,STUDENTKONTO,Current,48768.34,48768.34,38189.08,OPEN,15871.92,2025-04-04,613-99-5254,1969-12-29,FI,SE,Engineer,Male,Nordea,NDEASESS,DK
CUST00246,DK,DKK,"[{'value': '44973501339', '_type': 'BBAN_SE'}, {'value': 'SE807973501339', '_type': 'IBAN'}]",Ms. Jennifer Hill,SPARKONTO,Current,2934.06,2934.06,2922.09,OPEN,4445.21,2025-04-04,606-95-2870,1995-08-25,DK,NO,Cashier,Male,Nordea,NDEASESS,DK
CUST00247,FI,EUR,"[{'value': '45843025485', '_type': 'BBAN_SE'}, {'value': 'SE808843025485', '_type': 'IBAN'}]",Olav-Arne Isaksen,PERSONKONTO,Savings,14454.33,14454.33,12029.68,OPEN,1509.85,2025-04-04,685739144,1961-12-21,FI,FI,Consultant,Female,Nordea,NDEASESS,NO
CUST00248,SE,SEK,"[{'value': '40004665657', '_type': 'BBAN_SE'}, {'value': 'SE803004665657', '_type': 'IBAN'}]",Elsebeth Lund,SPARKONTO,Current,105702.86,105702.86,59864.80,OPEN,10629.16,2025-04-04,240799-827B,1953-05-19,SE,DK,Engineer,Male,Nordea,NDEASESS,NO
CUST00249,FI,EUR,"[{'value': '44862655247', '_type': 'BBAN_SE'}, {'value': 'SE807862655247', '_type': 'IBAN'}]",Zara Skov,PERSONKONTO,Current,122657.80,122657.80,84822.16,OPEN,2512.43,2025-04-04,543-18-6364,1966-10-23,FI,FI,Cashier,Male,Nordea,NDEASESS,SE
CUST00250,DK,DKK,"[{'value': '49161793280', '_type': 'BBAN_SE'}, {'value': 'SE8012161793280', '_type': 'IBAN'}]",Bob Cole,STUDENTKONTO,Current,116132.34,116132.34,62038.57,OPEN,665.26,2025-04-04,141108A550P,2005-11-25,DK,NO,Student,Female,Nordea,NDEASESS,NL
CUST00251,NO,NOK,"[{'value': '47243746556', '_type': 'BBAN_SE'}, {'value': 'SE8010243746556', '_type': 'IBAN'}]",James Jacobs,PERSONKONTO,Current,94397.97,94397.97,89517.26,OPEN,15172.69,2025-04-04,001211-1928,1998-09-30,NO,NL,Driver,Female,Nordea,NDEASESS,NO
CUST00252,DK,DKK,"[{'value': '40600566083', '_type': 'BBAN_SE'}, {'value': 'SE803600566083', '_type': 'IBAN'}]",Leon Melet-Vermeulen,SPARKONTO,Current,47518.30,47518.30,29655.39,OPEN,12200.15,2025-04-04,170922A218X,1999-12-01,DK,NL,Cashier,Other,Nordea,NDEASESS,NL
CUST00253,SE,SEK,"[{'value': '41295574037', '_type': 'BBAN_SE'}, {'value': 'SE804295574037', '_type': 'IBAN'}]",Sven Mårtensson,STUDENTKONTO,Current,127259.87,127259.87,111215.18,OPEN,13100.31,2025-04-04,369425716,1993-08-09,SE,NO,Student,Female,Nordea,NDEASESS,FI
CUST00254,SE,SEK,"[{'value': '48894928830', '_type': 'BBAN_SE'}, {'value': 'SE8011894928830', '_type': 'IBAN'}]",Helena Lindgren-Lepistö,PERSONKONTO,Savings,36541.72,36541.72,35334.46,OPEN,8043.35,2025-04-04,420830-4800,1963-04-13,SE,NL,Driver,Female,Nordea,NDEASESS,NO
CUST00255,NL,EUR,"[{'value': '47570850267', '_type': 'BBAN_SE'}, {'value': 'SE8010570850267', '_type': 'IBAN'}]",Juhani Makkonen,PERSONKONTO,Current,102599.84,102599.84,81431.62,OPEN,5612.61,2025-04-04,760-19-0266,1987-02-10,NL,SE,Engineer,Female,Nordea,NDEASESS,SE
CUST00256,NL,EUR,"[{'value': '47589679668', '_type': 'BBAN_SE'}, {'value': 'SE8010589679668', '_type': 'IBAN'}]",Pia Skov-Iversen,SPARKONTO,Savings,43329.93,43329.93,23450.76,OPEN,10984.28,2025-04-04,201-43-3769,1988-03-26,NL,NO,Cashier,Male,Nordea,NDEASESS,NL
CUST00257,FI,EUR,"[{'value': '43955342162', '_type': 'BBAN_SE'}, {'value': 'SE806955342162', '_type': 'IBAN'}]",Mr. Michael Scott PhD,PERSONKONTO,Savings,12313.72,12313.72,8562.54,OPEN,6548.31,2025-04-04,792581465,1982-09-09,FI,DK,Consultant,Male,Nordea,NDEASESS,SE
CUST00258,NO,NOK,"[{'value': '41866092821', '_type': 'BBAN_SE'}, {'value': 'SE804866092821', '_type': 'IBAN'}]",Kimberly May,SPARKONTO,Current,13388.81,13388.81,8764.92,OPEN,2829.14,2025-04-04,600620-0346,2005-02-14,NO,NO,Engineer,Male,Nordea,NDEASESS,NO
CUST00259,DK,DKK,"[{'value': '47390631634', '_type': 'BBAN_SE'}, {'value': 'SE8010390631634', '_type': 'IBAN'}]",Ryan Amalrada,PERSONKONTO,Savings,142975.92,142975.92,80561.97,OPEN,14792.25,2025-04-04,20029504254,1964-05-05,DK,SE,Engineer,Female,Nordea,NDEASESS,FI
CUST00260,DK,DKK,"[{'value': '44569295400', '_type': 'BBAN_SE'}, {'value': 'SE807569295400', '_type': 'IBAN'}]",Irma Sørensen,STUDENTKONTO,Current,41161.10,41161.10,30791.54,OPEN,7522.42,2025-04-04,654-86-7917,1982-08-28,DK,DK,Nurse,Male,Nordea,NDEASESS,NL
CUST00261,FI,EUR,"[{'value': '43321422584', '_type': 'BBAN_SE'}, {'value': 'SE806321422584', '_type': 'IBAN'}]",Karin Johansson,STUDENTKONTO,Current,24017.84,24017.84,14751.81,OPEN,550.09,2025-04-04,591224-7391,1985-11-30,FI,SE,Consultant,Male,Nordea,NDEASESS,NL
CUST00262,DK,DKK,"[{'value': '43952342924', '_type': 'BBAN_SE'}, {'value': 'SE806952342924', '_type': 'IBAN'}]",Laura Partanen,PERSONKONTO,Current,54914.49,54914.49,42637.39,OPEN,4878.05,2025-04-04,23059106864,1965-11-09,DK,NO,Driver,Other,Nordea,NDEASESS,DK
CUST00263,FI,EUR,"[{'value': '48924456994', '_type': 'BBAN_SE'}, {'value': 'SE8011924456994', '_type': 'IBAN'}]",Dawn Gomez,SPARKONTO,Current,41053.06,41053.06,30831.69,OPEN,3997.21,2025-04-04,20050094341,1996-01-03,FI,NL,Engineer,Female,Nordea,NDEASESS,SE
